index,latitude,longitude,area(m²),bioma
0,4.97,-60.53,1226402.4735936823,Amazonia
1,4.96,-60.52,1226420.5744949293,Amazonia
2,4.905,-60.59,2453038.948917841,Amazonia
3,4.88,-60.595,2453128.1434120554,Amazonia
4,4.84,-60.17,1226634.9469297056,Amazonia
5,4.83,-60.18,1226652.574755723,Amazonia
6,4.82,-60.15,7359985.777864909,Amazonia
7,4.805,-60.64642900000001,12266912.103941638,Amazonia
8,4.755,-60.6,2453567.2376431497,Amazonia
9,4.685,-60.865,3680703.710297525,Amazonia
10,4.67,-60.805,2453859.3403295428,Amazonia
11,4.655,-60.835,3680857.010422855,Amazonia
12,4.645,-60.68,4907888.480273995,Amazonia
13,4.63,-60.8,1226997.4880880534,Amazonia
14,4.625,-60.78,2454011.839654298,Amazonia
15,4.62,-60.815,2454028.703132489,Amazonia
16,4.605,-60.66388900000001,6135206.265232919,Amazonia
17,4.491667,-60.545,6136167.637788057,Amazonia
18,4.5,-60.395,2454427.747701982,Amazonia
19,4.48,-60.39,1227246.6178931093,Amazonia
20,4.47,-60.64,3681788.8059088574,Amazonia
21,4.472273,-60.514091,12272563.937760975,Amazonia
22,4.47,-60.38,1227262.9353029528,Amazonia
23,4.47,-60.37,1227262.9353029528,Amazonia
24,4.45,-60.34,1227295.460901303,Amazonia
25,4.456538,-60.352308,34364239.21458389,Amazonia
26,4.425,-60.67,2454671.817106104,Amazonia
27,4.42,-60.625,4909375.868534677,Amazonia
28,4.41,-60.15,1227360.0751984192,Amazonia
29,4.4,-60.645,4909504.550982797,Amazonia
30,4.4,-60.115,2454752.2754913983,Amazonia
31,4.387308,-60.171923,12273985.56135786,Amazonia
32,4.375,-60.635,9819329.04218506,Amazonia
33,4.359783,-60.50630400000001,29458512.09319987,Amazonia
34,4.37,-60.76,1227424.1069317232,Amazonia
35,4.37,-60.58,3682272.32079736,Amazonia
36,4.37,-60.51,1227424.106930628,Amazonia
37,4.37,-60.22,3682272.32079736,Amazonia
38,4.37,-60.115,2454848.2138678273,Amazonia
39,4.3510870000000015,-60.79587,20866734.019838244,Amazonia
40,4.36,-60.61,1227440.023839967,Amazonia
41,4.335,-61.27,2454959.304508952,Amazonia
42,4.34,-60.82,1227471.7484186892,Amazonia
43,4.33,-60.37,3682462.6318563744,Amazonia
44,4.3275,-61.3,6137485.094229365,Amazonia
45,4.325,-60.99,2454990.883437685,Amazonia
46,4.33,-60.963333,13502299.595001142,Amazonia
47,4.335476,-60.234524,19639673.56216292,Amazonia
48,4.31,-60.95,1227519.062193454,Amazonia
49,4.305,-60.34,2455053.8228185256,Amazonia
50,4.31,-60.315,2455038.1243890985,Amazonia
51,4.302143,-60.190714,6137642.3698499,Amazonia
52,4.278846,-60.868846,14730807.949674433,Amazonia
53,4.29,-60.555,28234033.89775705,Amazonia
54,4.275,-60.144048,20868777.43758261,Amazonia
55,4.3,-60.01,1227534.7606250716,Amazonia
56,4.308448,-60.66431,24550348.68177417,Amazonia
57,4.29,-59.995,2455100.845286741,Amazonia
58,4.272895,-60.360789,24551367.14987633,Amazonia
59,4.27,-60.54,1227581.6374367264,Amazonia
60,4.2483330000000015,-60.625,6138047.980072836,Amazonia
61,4.25,-60.11,1227612.7065713312,Amazonia
62,4.245,-59.77,2455240.893083415,Amazonia
63,4.238333,-60.435,17186778.985577334,Amazonia
64,4.23,-60.655,4910574.483748038,Amazonia
65,4.231364,-60.885,8593459.043293053,Amazonia
66,4.23,-60.78,1227643.6300406132,Amazonia
67,4.233889,-59.94944399999999,4910559.076636114,Amazonia
68,4.22,-59.985,4910636.112192453,Amazonia
69,4.21,-60.88,1227674.407845668,Amazonia
70,4.21,-60.855,4910697.594969353,Amazonia
71,4.21,-60.795,2455348.815693526,Amazonia
72,4.21,-60.635,2455348.815693526,Amazonia
73,4.21375,-60.42875,4910682.2606928265,Amazonia
74,4.205,-59.965,3683038.5578179113,Amazonia
75,4.19,-60.65,1227705.0399832095,Amazonia
76,4.193571,-60.60642900000001,15960119.0071153,Amazonia
77,4.17,-60.64,1227735.526451047,Amazonia
78,4.1755879999999985,-59.966176,25782369.675420005,Amazonia
79,4.155,-61.49,2455516.5822982867,Amazonia
80,4.155,-60.175,3683267.2973572514,Amazonia
81,4.15,-61.24,1227765.867245895,Amazonia
82,4.135,-61.495,3683373.1077320143,Amazonia
83,4.155833,-60.42916700000001,33149374.607047804,Amazonia
