index,latitude,longitude,area(m²),bioma
0,4.853889,-60.246111,6133068.712952533,Amazonia
1,4.79,-60.1675,8587058.982013345,Amazonia
2,4.520455,-60.66318199999999,17180549.91394987,Amazonia
3,4.450556,-60.978333,6136477.268098673,Amazonia
4,4.44,-60.38,1227311.6690887143,Amazonia
5,4.425,-60.365,3681999.657975483,Amazonia
6,4.4,-60.24,1227376.1377446041,Amazonia
7,4.390385,-60.439615,11046513.376006728,Amazonia
8,4.39,-60.25,1227392.1638851368,Amazonia
9,4.345,-60.728333,6137311.209839865,Amazonia
10,4.31,-60.685,2455038.1243847176,Amazonia
11,4.3,-60.665,2455069.5212523337,Amazonia
12,4.225,-60.755,3682946.29723486,Amazonia
13,4.22,-60.75,1227659.0371547285,Amazonia
14,4.223889,-60.729444,4910620.741496037,Amazonia
15,4.21,-60.75,1227674.4078478585,Amazonia
16,4.129615,-60.94576899999999,13505681.252806405,Amazonia
17,4.11,-60.94,1227826.1117980029,Amazonia
18,4.07,-60.03,1227885.7736220085,Amazonia
19,4.07,-59.995,2455771.547244017,Amazonia
20,4.06,-60.02,1227900.5980244507,Amazonia
21,4.05,-60.03,1227915.3860037168,Amazonia
22,4.05,-60.01,1227915.3860037168,Amazonia
23,4.04,-60.57,1227930.1375619974,Amazonia
24,4.0176669999999985,-60.569,17191433.18472914,Amazonia
25,4.03,-60.57,1227944.8526960071,Amazonia
26,3.997222,-61.156111,11051971.753949173,Amazonia
27,4.0,-60.515,4911955.081805066,Amazonia
28,3.983571,-61.135,3684039.11302177,Amazonia
29,3.978846,-61.080385,12280207.740459753,Amazonia
30,3.997,-61.005,19647761.575963616,Amazonia
31,3.95,-60.71,3684183.7510904223,Amazonia
32,3.9525,-60.68,6140263.041313373,Amazonia
33,3.955,-60.57,7368324.303816442,Amazonia
34,3.94,-60.55,1228075.6498186393,Amazonia
35,3.925,-61.33,2456194.315866084,Amazonia
36,3.925,-60.6825,6140478.632448672,Amazonia
37,3.918333,-61.00833299999999,8596701.540810294,Amazonia
38,3.91,-60.245,2456237.186395612,Amazonia
39,3.9,-60.99,1228132.834803144,Amazonia
40,3.895,-60.255,3684426.914767184,Amazonia
41,3.89,-61.0,1228147.0399820202,Amazonia
42,3.893571,-60.835,3684426.914767184,Amazonia
43,3.88,-60.85,1228161.2087300532,Amazonia
44,3.895769,-60.544231,20878357.190785848,Amazonia
45,3.86,-60.87,1228189.4369489243,Amazonia
46,3.845,-60.86,2456421.015861995,Amazonia
47,3.815,-60.935,3684764.196175251,Amazonia
48,3.82,-60.56,1228245.4562285985,Amazonia
49,3.81,-60.55,1228259.369973874,Amazonia
50,3.8,-60.54,1228273.2472883065,Amazonia
51,3.773,-61.07899999999999,14739693.246765442,Amazonia
52,3.75,-60.005,2456684.1747890757,Amazonia
53,3.743824,-60.877353,12283529.925147125,Amazonia
54,3.718846,-61.048077,9827090.66015344,Amazonia
55,3.6975,-60.875,6142076.963698338,Amazonia
56,3.673571,-61.055,3685337.6074929764,Amazonia
57,3.66,-60.76,1228463.7043138426,Amazonia
58,3.65,-61.055,2456954.070265544,Amazonia
59,3.65,-60.78,1228477.035132772,Amazonia
60,3.64,-60.845,2456980.659035146,Amazonia
61,3.62,-60.84,3685550.4269269817,Amazonia
62,3.61,-60.15,1228529.9940540588,Amazonia
63,3.595,-60.14,2457099.397580511,Amazonia
64,3.51,-61.065,2457319.681461173,Amazonia
65,3.225,-60.72,4916039.62586694,Amazonia
66,3.21,-60.7,1229027.515756143,Amazonia
67,3.175,-60.315,3687210.6007418013,Amazonia
68,3.18,-60.27,1229062.4791925545,Amazonia
69,3.188684,-60.825526,19664836.57726888,Amazonia
70,3.17,-60.26,1229074.0607746234,Amazonia
71,3.1625,-60.355,6145404.866358869,Amazonia
72,3.145,-60.28166700000001,9832834.27788264,Amazonia
73,3.14,-60.25,1229108.586821865,Amazonia
74,3.1275,-60.325,8603851.375310317,Amazonia
75,3.115,-59.945,4916548.413509853,Amazonia
76,3.085769,-60.222692,12291710.207021415,Amazonia
77,2.96,-60.085,2458617.70758214,Amazonia
78,2.77,-60.93,1229507.4328453443,Amazonia
79,2.745,-60.185,4918130.309204087,Amazonia
80,2.71,-60.97,1229567.4076501813,Amazonia
81,2.7,-60.96,1229577.275840264,Amazonia
82,0.455,-65.075,4923477.714768189,Amazonia
83,-11.465,-56.44,2413968.8905596733,Amazonia
84,-12.106429,-55.215,3612718.556127777,Amazonia
85,-12.44,-56.93,1202755.277898753,Amazonia
86,-12.44,-52.315,2405510.555799697,Amazonia
87,-12.525,-52.03,2404740.8358440096,Amazonia
88,-13.525,-57.035,3592921.0545385163,Amazonia
89,-16.23,-59.89,1183089.5006640002,Amazonia
0,-5.25,-39.14,1225880.8764854388,Caatinga
1,-5.26,-39.13,1225861.7205146905,Caatinga
2,-5.275,-39.1,2451665.8276128173,Caatinga
3,-5.275,-35.66,2451665.8276117225,Caatinga
4,-5.895,-35.435,4898283.357635842,Caatinga
5,-6.36,-39.36,1223532.5965445754,Caatinga
6,-6.37,-39.35,1223509.4058212743,Caatinga
7,-8.835,-40.86,2433372.8329426213,Caatinga
8,-8.85,-40.85,1216638.165032232,Caatinga
9,-11.98,-43.23,1204793.087127875,Caatinga
10,-11.99,-43.22,1204749.5939728743,Caatinga
11,-12.0,-43.21,1204706.0649357606,Caatinga
12,-12.035,-41.29,2409106.852493532,Caatinga
13,-12.26,-41.405,2407123.436167947,Caatinga
0,-2.96,-41.965,4917235.378708246,Cerrado
1,-4.415,-43.11,2454704.0514329537,Cerrado
2,-4.48,-43.345,2454493.2357884096,Cerrado
3,-5.645,-43.47,2450193.1131331627,Cerrado
4,-12.885,-44.525,3602111.894761435,Cerrado
5,-13.24,-48.93,1199030.7053634278,Cerrado
6,-13.43,-45.425,2396224.9514668984,Cerrado
7,-13.67,-45.58,1196934.1721334278,Cerrado
8,-14.3,-58.44,1193743.3311529085,Cerrado
9,-14.969,-44.403,10711590.278922958,Cerrado
10,-17.435,-50.275,3527338.527677354,Cerrado
11,-17.676429000000006,-49.750714,5871217.623890397,Cerrado
12,-17.705,-50.38,4696298.147063783,Cerrado
13,-17.73,-50.6,1173898.913143774,Cerrado
14,-17.74,-50.615,2347669.965787459,Cerrado
15,-17.765,-50.56,2347349.998197216,Cerrado
16,-17.88,-49.96,3518808.8076421823,Cerrado
17,-17.89,-49.94,1172871.8118551427,Cerrado
18,-17.91,-51.16,3518228.375254809,Cerrado
19,-17.925,-50.505,7035940.178337492,Cerrado
20,-18.145,-50.365,10541371.11085205,Cerrado
21,-18.12,-49.525,2342759.2005225047,Cerrado
22,-18.13,-50.26,1171314.300246779,Cerrado
23,-18.14,-50.25,1171248.9651420724,Cerrado
24,-18.16,-51.31,1171118.1896630535,Cerrado
25,-18.18,-49.56,1170987.2738362441,Cerrado
26,-18.19,-49.55,1170921.7632989895,Cerrado
27,-18.63,-50.565,2336009.182239769,Cerrado
