index,latitude,longitude,area(m²),bioma
0,4.915,-60.17,2453003.147394607,Amazonia
1,4.926538,-60.207308,19623575.71324701,Amazonia
2,4.837667,-60.143,23306204.46837615,Amazonia
3,4.82,-60.16,1226670.16618485,Amazonia
4,4.6692860000000005,-60.253571,12269245.310414756,Amazonia
5,4.655,-60.32,2453910.3311759043,Amazonia
6,4.645,-60.295,3680907.892063213,Amazonia
7,4.645,-60.2,4907888.480276185,Amazonia
8,4.64,-60.33,1226980.5882085913,Amazonia
9,4.62,-60.18,1227014.3515662446,Amazonia
10,4.49,-60.45,1227230.264076519,Amazonia
11,4.488333,-60.429444,7363414.255680071,Amazonia
12,4.47,-60.78,1227262.9353029528,Amazonia
13,4.46,-60.79,1227279.2163071444,Amazonia
14,4.445,-61.228333,8591116.850870261,Amazonia
15,4.433571,-61.185,3681967.350823092,Amazonia
16,4.41,-60.79,1227360.0751951332,Amazonia
17,4.405,-60.358333,4909456.363327813,Amazonia
18,4.4183330000000005,-61.136667,15955567.77509289,Amazonia
19,4.395,-60.77,2454768.301630836,Amazonia
20,4.391,-60.799,6136960.783015653,Amazonia
21,4.385,-60.53,2454800.317501869,Amazonia
22,4.39,-60.34,1227392.1638851368,Amazonia
23,4.393,-60.499,8591712.985686984,Amazonia
24,4.38,-60.35,1227408.153611256,Amazonia
25,4.37,-60.52,1227424.1069317232,Amazonia
26,4.37,-60.375,2454848.2138634464,Amazonia
27,4.3366669999999985,-59.85,15957179.93398434,Amazonia
28,4.33,-61.05,1227487.556090263,Amazonia
29,4.32,-61.08,1227503.3273474223,Amazonia
30,4.309783,-61.031522,27005371.79957704,Amazonia
31,4.306667,-60.678333,14730291.430806868,Amazonia
32,4.285,-61.08,2455116.470890626,Amazonia
33,4.283571,-60.715,3682682.519137881,Amazonia
34,4.28,-60.67,1227566.0482494459,Amazonia
35,4.27,-61.06,3682744.912310179,Amazonia
36,4.27,-60.7,1227581.6374378216,Amazonia
37,4.25,-61.05,1227612.7065702358,Amazonia
38,4.245,-60.525,3682869.07959988,Amazonia
39,4.235,-61.04,2455271.8165537925,Amazonia
40,4.24,-60.75,13503956.345813954,Amazonia
41,4.233333,-60.68666700000001,13504095.04622693,Amazonia
42,4.225,-60.235,3682946.2972315736,Amazonia
43,4.215,-61.055,3682992.48215184,Amazonia
