index,latitude,longitude,area(m²),bioma
0,4.46,-60.94,1227279.2163071444,Amazonia
1,4.445,-60.93,4909214.2599822255,Amazonia
2,4.37,-60.965,2454848.2138634464,Amazonia
3,4.329,-61.095,9819916.147147147,Amazonia
4,4.272778,-59.846111,7365443.020632055,Amazonia
5,4.27,-61.085,2455163.2748734527,Amazonia
6,4.24,-61.095,2455256.3730263584,Amazonia
7,4.235,-60.84,2455271.8165537925,Amazonia
8,4.225,-60.865,3682946.2972381455,Amazonia
9,4.2,-60.87,1227689.742125479,Amazonia
10,4.175,-60.325,4910911.655757336,Amazonia
11,4.18,-60.06,1227720.3014287162,Amazonia
12,4.17,-60.05,1227735.526451047,Amazonia
13,4.16,-60.06,1227750.7150578685,Amazonia
14,4.145,-59.875,3683312.7175014406,Amazonia
15,4.125,-59.925,17189250.100706495,Amazonia
16,4.12,-61.455,2455622.2105768844,Amazonia
17,4.12,-61.35,6139055.526442212,Amazonia
18,4.099286,-60.295,6139220.306667445,Amazonia
19,4.09,-61.13,1227856.0155508816,Amazonia
20,4.08,-61.09,3683612.738391361,Amazonia
21,4.08,-60.875,4911483.614764575,Amazonia
22,4.07,-61.11,1227885.7736220085,Amazonia
23,4.07,-60.855,4911543.058065954,Amazonia
24,4.06,-60.89,1227900.598025546,Amazonia
25,4.04,-61.13,3683790.4126838017,Amazonia
26,4.002143,-61.095,9823910.16361561,Amazonia
27,3.995,-59.65,2455992.12855926,Amazonia
28,3.99,-61.07,1228003.3489980916,Amazonia
29,3.98,-60.74,3684053.6460344223,Amazonia
30,3.96,-59.83,1228046.83876652,Amazonia
31,3.945,-61.495,3684198.1748258793,Amazonia
32,3.935,-60.76,4912331.228193271,Amazonia
33,3.943889,-59.843889,7368425.124281798,Amazonia
34,3.94,-59.64,1228075.6498186393,Amazonia
35,3.92,-61.61,1228104.3151660059,Amazonia
36,3.92,-59.655,4912417.224232086,Amazonia
37,3.91,-60.245,2456237.186395612,Amazonia
38,3.85,-61.63,1228203.4964120954,Amazonia
39,3.845,-61.545,3684638.5353042283,Amazonia
40,3.833421,-61.506053,22107956.72697959,Amazonia
41,3.801667,-60.541667,13511088.510469055,Amazonia
42,3.68,-61.74,1228436.933371407,Amazonia
43,3.669286,-61.095,6142265.016121755,Amazonia
44,3.663333,-61.129167,15969987.544236405,Amazonia
45,3.64,-60.94,1228490.329517573,Amazonia
46,3.62,-59.88,14742175.155388884,Amazonia
47,3.615,-61.225,4914093.606051407,Amazonia
48,3.613333,-60.960833,9828200.251439953,Amazonia
49,3.585,-61.19,4914251.171093533,Amazonia
