index,latitude,longitude,area(m²),bioma
0,0.89,-60.43,1230762.683865395,Amazonia
1,-1.06,-48.815,2461404.402723359,Amazonia
2,-2.755,-60.235,4918090.180162852,Amazonia
3,-2.9925,-48.39,7375657.704015749,Amazonia
4,-3.04,-49.01,1229221.304350617,Amazonia
5,-3.11,-48.255,2458285.5696347444,Amazonia
6,-3.22,-49.0,1229015.7883795092,Amazonia
7,-3.22,-48.98,1229015.7883806045,Amazonia
8,-3.23,-48.99,1229004.0245556035,Amazonia
9,-3.405,-49.135,3686382.9699798767,Amazonia
10,-3.535,-47.655,4914510.864460827,Amazonia
11,-3.55,-60.33,1228608.339317932,Amazonia
12,-3.65,-48.83,1228477.0351338673,Amazonia
13,-3.82,-47.23,1228245.456227503,Amazonia
14,-3.86,-49.1,1228189.4369489243,Amazonia
15,-3.87,-47.82,1228175.341053815,Amazonia
16,-3.880455,-47.940455,7368953.04720911,Amazonia
17,-4.07,-55.36,1227885.7736231035,Amazonia
18,-4.085,-47.735,4911453.856696734,Amazonia
19,-4.115,-47.08,4911289.440679167,Amazonia
20,-4.205,-48.328333,6138418.0420666775,Amazonia
21,-4.2116669999999985,-48.245,6138387.337094832,Amazonia
22,-4.26,-47.743333,8593149.18951248,Amazonia
23,-4.305,-59.71,4910107.645637051,Amazonia
24,-4.35,-48.25,1227455.9043359878,Amazonia
25,-4.39,-54.92,1227392.163886232,Amazonia
26,-4.405,-47.195,3682112.3506854363,Amazonia
27,-4.436429,-47.975,3681951.179040237,Amazonia
28,-4.545,-46.33,9817117.22931572,Amazonia
29,-4.55,-47.185,2454262.753277148,Amazonia
30,-4.615,-47.96,7362136.590627135,Amazonia
31,-4.62,-55.735,2454028.703132489,Amazonia
32,-4.655,-47.845,4907820.662353999,Amazonia
33,-4.8,-47.78,1226705.2398666746,Amazonia
34,-4.865,-56.231667,6132962.436503502,Amazonia
35,-4.905,-56.215,4906077.897833492,Amazonia
36,-4.93,-56.265,2452949.3177420003,Amazonia
37,-4.93,-55.81,1226474.6588720954,Amazonia
38,-4.926818,-48.264091,12264746.4067606,Amazonia
39,-4.95,-47.99,1226438.6390080487,Amazonia
40,-4.976667,-56.18,8584744.620442485,Amazonia
41,-5.0,-56.15,1226347.9525600818,Amazonia
42,-5.03,-46.105,2452586.208103907,Amazonia
43,-5.18,-49.05,17164119.218181267,Amazonia
44,-5.271667,-50.945,6129231.796806775,Amazonia
45,-5.316429,-55.910714,6128768.852538676,Amazonia
46,-5.42,-48.96,1225550.2782433406,Amazonia
47,-5.455,-49.025,4901923.618331035,Amazonia
48,-5.5564290000000005,-48.966429,8576951.643559756,Amazonia
49,-5.626429,-59.885,3675402.6463812287,Amazonia
50,-5.7810000000000015,-57.589,7348913.984224399,Amazonia
51,-5.782222,-49.178333,44093270.63759352,Amazonia
52,-5.83,-52.1,1224709.7159866714,Amazonia
53,-5.849211,-53.815,18369964.315631915,Amazonia
54,-5.893333,-53.87,11021212.527304627,Amazonia
55,-5.915,-53.59,4898132.758185792,Amazonia
56,-5.919444,-59.929444,8571575.93865,Amazonia
57,-5.925,-53.845,3673507.884036716,Amazonia
58,-5.945,-53.625,4897851.879324938,Amazonia
59,-5.975,-49.435,3673182.548998877,Amazonia
60,-5.986429,-57.755,3673117.1549117337,Amazonia
61,-6.003182,-57.787727,13467600.744897915,Amazonia
62,-6.01,-53.47,1224321.3856172608,Amazonia
63,-6.02,-53.48,1224299.4664543648,Amazonia
64,-6.105,-55.715769,9792937.838516142,Amazonia
65,-6.12,-53.94,1224078.2762636594,Amazonia
66,-6.14,-52.75,1224033.6022025873,Amazonia
67,-6.155,-53.28,2447999.993477873,Amazonia
68,-6.155,-52.995,4895999.986953557,Amazonia
69,-6.146111,-52.782778,7344089.655543992,Amazonia
70,-6.155,-48.505,3672011.2041454976,Amazonia
71,-6.188333,-48.545,8567561.54389369,Amazonia
72,-6.19,-52.775,7343527.614714921,Amazonia
73,-6.19,-60.04,1223921.281226989,Amazonia
74,-6.19,-48.515,2447842.562453978,Amazonia
75,-6.2,-48.56,1223898.70804273,Amazonia
76,-6.215,-56.015,4895459.102398454,Amazonia
77,-6.21,-53.59,1223876.0985229164,Amazonia
78,-6.21,-48.57,1223876.0985229164,Amazonia
79,-6.21,-48.525,2447752.1970436424,Amazonia
80,-6.23,-55.63,7343007.268858602,Amazonia
81,-6.26,-48.56,1223762.506008819,Amazonia
82,-6.27,-48.55,1223739.6785227745,Amazonia
83,-6.283,-55.297,11013474.123562928,Amazonia
84,-6.315,-55.29,2447273.001541863,Amazonia
85,-6.31,-52.66,1223648.0053271013,Amazonia
86,-6.315,-52.255,4894546.003085917,Amazonia
87,-6.32,-55.9,1223624.996214762,Amazonia
88,-6.325,-53.175,4894453.893993926,Amazonia
89,-6.33,-55.38,1223601.950781106,Amazonia
90,-6.355,-55.305,3670644.09843222,Amazonia
91,-6.405,-56.02,7340567.686380866,Amazonia
92,-6.4211540000000005,-53.235769,8563703.49825439,Amazonia
93,-6.435,-55.015,4893431.105158963,Amazonia
94,-6.4583330000000005,-53.635,6116471.684513225,Amazonia
95,-6.470455,-53.277727,9786156.791570092,Amazonia
96,-6.52,-53.41,1223157.1867895056,Amazonia
97,-6.525,-53.358333,6115738.390372149,Amazonia
98,-6.535,-52.92,4892485.971171812,Amazonia
99,-6.541667,-60.055,6115571.806276932,Amazonia
100,-6.535,-55.47,7338729.06568607,Amazonia
101,-6.54,-62.065,2446219.213794383,Amazonia
102,-6.55,-51.5,1223085.762483299,Amazonia
103,-6.56,-51.5,1223061.8817579476,Amazonia
104,-6.56,-51.49,1223061.8817557571,Amazonia
105,-6.5710000000000015,-51.511,9784351.515552074,Amazonia
106,-6.5605,-60.01600000000001,20792003.284359485,Amazonia
107,-6.591667,-60.05944399999999,7337892.042100595,Amazonia
108,-6.59,-53.37,1222990.0217219042,Amazonia
109,-6.59,-51.52,1222990.0217208092,Amazonia
110,-6.599,-58.64100000000001,6114853.968446177,Amazonia
111,-6.599545,-55.744091,9783727.893455118,Amazonia
112,-6.592778,-53.136111,9783944.090816423,Amazonia
113,-6.615,-55.685,3668801.7018835004,Amazonia
114,-6.6075,-53.53,19566950.116140503,Amazonia
115,-6.615,-53.41,4891743.63537129,Amazonia
116,-6.625,-54.985,4891623.069855621,Amazonia
117,-6.6204550000000015,-53.160455000000006,7337482.8382546175,Amazonia
118,-6.665,-51.66,2445617.874940937,Amazonia
119,-6.681667,-59.095,6113886.6851198375,Amazonia
120,-6.675,-55.285,3668366.0758342682,Amazonia
121,-6.68,-55.23,3668317.443008228,Amazonia
122,-6.68,-50.9,1222772.4810031077,Amazonia
123,-6.695,-55.29,2445471.867549249,Amazonia
124,-6.68,-55.073333,8559358.625279956,Amazonia
125,-6.69,-50.91,1222748.1282846527,Amazonia
126,-6.705,-58.92,2445423.05320644,Amazonia
127,-6.71,-56.46,6113496.533408713,Amazonia
128,-6.7025,-55.31,7336342.362983281,Amazonia
129,-6.71,-55.3,1222699.3139418436,Amazonia
130,-6.72,-55.27,1222674.8523163944,Amazonia
131,-6.725,-59.085,4890650.413413667,Amazonia
132,-6.713889,-55.277222,18340464.848181307,Amazonia
133,-6.745,-55.635,4890454.139599788,Amazonia
134,-6.75,-55.465,4890404.962240966,Amazonia
135,-6.75,-52.9,1222601.249637011,Amazonia
136,-6.76,-52.91,1222576.6428051568,Amazonia
137,-6.76,-52.89,1222576.6428073477,Amazonia
138,-6.79,-59.12,1222502.60453175,Amazonia
139,-6.805,-55.785,3667408.769211805,Amazonia
140,-6.81,-59.76,1222453.0641930602,Amazonia
141,-6.8210000000000015,-59.713,33005461.682018604,Amazonia
142,-6.823947,-59.33763199999999,37895174.894406304,Amazonia
143,-6.82,-59.38,1222428.239577885,Amazonia
144,-6.812333,-52.773,11002002.849815857,Amazonia
145,-6.843,-60.07899999999999,8556624.327860532,Amazonia
146,-6.835,-59.985,4889563.720262444,Amazonia
147,-6.83,-59.7,1222403.3786709665,Amazonia
148,-6.855,-55.56,4889389.222056721,Amazonia
149,-6.865,-60.018333,6111567.872582094,Amazonia
150,-6.859444,-59.898333,7333946.426631314,Amazonia
151,-6.86,-59.695,2444657.1563381585,Amazonia
152,-6.846364,-59.426364,20780084.86180473,Amazonia
153,-6.875,-59.09,7333746.305347145,Amazonia
154,-6.88,-59.82,1222278.5297010702,Amazonia
155,-6.88,-59.72,1222278.5297010702,Amazonia
156,-6.895,-60.02,4888988.689152245,Amazonia
157,-6.89,-59.99,1222253.4510294502,Amazonia
158,-6.885,-59.8,4889063.96146104,Amazonia
159,-6.884189,-59.698784,86781167.7324898,Amazonia
160,-6.9,-59.67,1222228.3360649908,Amazonia
161,-6.9,-59.39,1222228.3360638956,Amazonia
162,-6.91,-59.875,2444406.369617576,Amazonia
163,-6.915,-59.23,7333143.546217647,Amazonia
164,-6.921,-56.549,7333093.134834391,Amazonia
165,-6.905,-59.877778,25666442.06879692,Amazonia
166,-6.92,-59.9,1222177.9972641263,Amazonia
167,-6.925,-55.185,4888661.541379317,Amazonia
168,-6.93,-59.65,1222152.7734277216,Amazonia
169,-6.9225,-59.3975,18332870.733508408,Amazonia
170,-6.935,-59.365,3666407.80003344,Amazonia
171,-6.93,-55.21,1222152.7734255309,Amazonia
172,-6.945,-60.091667,6110586.973682175,Amazonia
173,-6.935625,-59.755,15887758.604555907,Amazonia
174,-6.915909,-59.468636,31776676.85233615,Amazonia
175,-6.94,-55.22,1222127.5133017637,Amazonia
176,-6.95,-59.28,1222102.2168884426,Amazonia
177,-6.9583330000000005,-60.045,4888332.833153403,Amazonia
178,-6.965,-60.125,8554411.235479135,Amazonia
179,-6.965,-52.785,4888256.798766181,Amazonia
180,-6.975,-52.605,4888155.2502239365,Amazonia
181,-6.985,-59.695,4888053.556543194,Amazonia
182,-6.98,-59.055,2444052.219835464,Amazonia
183,-6.99,-59.87,1222000.6683560554,Amazonia
184,-6.9875,-59.5,7332003.937558321,Amazonia
185,-6.995,-59.408333,8553928.244933221,Amazonia
186,-6.99,-59.315,2444001.3367099203,Amazonia
187,-7.015,-60.05,2443873.802320749,Amazonia
188,-7.01,-55.8,1221949.6763706142,Amazonia
189,-7.02,-59.92,1221924.1259523258,Amazonia
190,-7.02,-59.805,14663089.257425133,Amazonia
191,-7.02,-55.79,1221924.125950135,Amazonia
192,-7.020455,-55.420455,7331519.132719845,Amazonia
193,-7.035,-60.07,2443771.455506907,Amazonia
194,-7.035,-59.985,4887542.911020385,Amazonia
195,-7.03,-59.93,1221898.539248865,Amazonia
196,-7.023,-59.355,13440986.097123304,Amazonia
197,-7.03,-55.83,1221898.53924777,Amazonia
198,-7.036428999999999,-55.815,3665644.371772616,Amazonia
199,-7.0375,-59.49,7331237.425000908,Amazonia
200,-7.045,-62.73,2443720.1732576126,Amazonia
201,-7.045,-59.29833299999999,6109287.603491792,Amazonia
202,-7.045,-55.78166700000001,6109313.2627655985,Amazonia
203,-7.055,-59.605,3665490.3798687095,Amazonia
204,-7.055,-60.09,4887337.636858422,Amazonia
205,-7.06,-60.08,1221821.5614405929,Amazonia
206,-7.06,-60.07,1221821.5614373076,Amazonia
207,-7.07,-60.08,1221795.8296063016,Amazonia
208,-7.069444,-59.359444,8552519.2347222,Amazonia
209,-7.0804550000000015,-59.80409100000001,9774083.042455858,Amazonia
210,-7.08,-59.55,1221770.0614901232,Amazonia
211,-7.11,-55.295,2443385.078929017,Amazonia
212,-7.12,-59.58,1221666.626229547,Amazonia
213,-7.13,-59.93,3664922.030160002,Amazonia
214,-7.14,-59.67,1221614.6909314885,Amazonia
215,-7.15,-59.455,7329531.94063015,Amazonia
216,-7.14,-57.765,2443229.381858596,Amazonia
217,-7.16,-59.485,12215625.99638624,Amazonia
218,-7.15,-59.47,1221588.6688618204,Amazonia
219,-7.1775,-60.23,6107630.317724331,Amazonia
220,-7.181667,-59.785,6107578.0196665535,Amazonia
221,-7.181667,-59.575,6107578.0196665535,Amazonia
222,-7.185,-59.53,2442994.6028528325,Amazonia
223,-7.19,-59.62,1221484.2178442385,Amazonia
224,-7.19,-59.61,1221484.217843143,Amazonia
225,-7.19,-59.39,1221484.217843143,Amazonia
226,-7.2,-59.61,1221458.014400187,Amazonia
227,-7.197143,-59.62,26872049.06143179,Amazonia
228,-7.21,-59.62,1221431.7746884876,Amazonia
229,-7.215,-59.455,4885674.546773351,Amazonia
230,-7.23,-59.525,2442758.372876099,Amazonia
231,-7.27,-59.51,1221273.5746914449,Amazonia
232,-7.28,-59.53,1221247.0810799238,Amazonia
233,-7.279545,-59.570455,12212523.72548808,Amazonia
234,-7.291957000000001,-55.441957,30530300.88817881,Amazonia
235,-7.34,-60.61,1221087.357801145,Amazonia
236,-7.346111,-60.213889,7326417.15689293,Amazonia
237,-7.375,-59.985,4883974.3137757545,Amazonia
238,-7.39,-59.71,1220953.25778153,Amazonia
239,-7.405,-59.726429,19534497.465660807,Amazonia
240,-7.48375,-63.1075,23193317.72722114,Amazonia
241,-7.48,-49.7,1220709.593320324,Amazonia
242,-7.5,-49.7,1220655.0468304772,Amazonia
243,-7.52,-49.275,2441200.710645224,Amazonia
244,-7.52,-60.69,6103001.74035527,Amazonia
245,-7.555,-60.75,2441008.5834327843,Amazonia
246,-7.571667,-63.145,6102342.4695317,Amazonia
247,-7.565,-60.71,2440953.529397397,Amazonia
248,-7.553571000000002,-57.675,4882044.639504244,Amazonia
249,-7.56,-55.37,1220490.53727035,Amazonia
250,-7.540714,-60.753571,30513746.37420141,Amazonia
251,-7.575,-55.465,4881796.805723525,Amazonia
252,-7.585,-61.54,2440843.2038280712,Amazonia
253,-7.585,-60.86,7322529.611486402,Amazonia
254,-7.63,-63.115,7321781.687773745,Amazonia
255,-7.635,-56.76,2440566.1212062896,Amazonia
256,-7.64,-56.725,4881076.608406978,Amazonia
257,-7.645,-56.215,3660779.648361677,Amazonia
258,-7.641,-63.159667000000006,18303842.28160096,Amazonia
259,-7.65,-56.74,1220241.3260375077,Amazonia
260,-7.665,-55.445,3660584.548769442,Amazonia
261,-7.68,-63.155,2440315.206383025,Amazonia
262,-7.668333,-63.099,20743125.70362998,Amazonia
263,-7.69,-61.585,2440259.246183265,Amazonia
264,-7.7,-55.57,3660304.783996668,Amazonia
265,-7.735,-55.140714,4880041.199742683,Amazonia
266,-7.76,-54.88,1219932.7476212087,Amazonia
267,-7.76,-54.87,1219932.7476212087,Amazonia
268,-7.771,-55.00100000000001,7319455.099370368,Amazonia
269,-7.762,-54.815333,60996126.45506987,Amazonia
270,-7.77,-54.86,1219904.4775991994,Amazonia
271,-7.785,-61.545,4879448.000342613,Amazonia
272,-7.82,-61.41,1219762.5839311618,Amazonia
273,-7.835,-55.15,4878907.862303259,Amazonia
274,-7.84,-55.17,1219705.5728228276,Amazonia
275,-7.863333,-61.82666700000001,10976864.274718026,Amazonia
276,-7.9025,-61.82,8536793.135421533,Amazonia
277,-7.96,-50.185,2438720.925623835,Amazonia
278,-7.99,-61.6,1219273.370208234,Amazonia
279,-8.01,-63.425,2438430.2547182017,Amazonia
280,-8.02,-55.44,1219185.9516053502,Amazonia
281,-8.025,-55.06,2438342.6912331125,Amazonia
282,-8.035,-55.098333,6095725.201741437,Amazonia
283,-8.04,-55.08,1219127.4914307185,Amazonia
284,-8.06,-63.775,2438137.7727587163,Amazonia
285,-8.07,-63.79,1219039.5295239459,Amazonia
286,-8.09,-71.11,1218980.7071668021,Amazonia
287,-8.101666999999999,-63.7775,12189512.271789305,Amazonia
288,-8.136429,-63.905,3656528.662894065,Amazonia
289,-8.15,-61.52,1218803.3709357611,Amazonia
290,-8.149286,-61.41214300000001,9750515.871015478,Amazonia
291,-8.170556,-63.791667,7312493.497753596,Amazonia
292,-8.18,-63.835,2437428.427911221,Amazonia
293,-8.18,-63.77,1218714.2139556108,Amazonia
294,-8.185,-62.875,4874797.272998012,Amazonia
295,-8.195,-63.785,3655993.612383271,Amazonia
296,-8.22,-52.0,1218594.8310491566,Amazonia
297,-8.23,-50.285,2437129.789605855,Amazonia
298,-8.24,-50.305,2437069.844702962,Amazonia
299,-8.223148,-52.042037,45087677.31391482,Amazonia
300,-8.250455,-61.51045500000001,7310999.401091943,Amazonia
301,-8.25,-50.28,3655514.7410789737,Amazonia
302,-8.27,-52.01,1218444.7877647409,Amazonia
303,-8.295,-50.391667,6091862.205759328,Amazonia
304,-8.3,-62.825,2436708.6546905623,Amazonia
305,-8.347000000000001,-62.89166700000001,9745683.392901603,Amazonia
306,-8.35,-51.4,1218202.8359682623,Amazonia
307,-8.365,-62.865,3654486.844225156,Amazonia
308,-8.37,-51.4025,7308821.4007107485,Amazonia
309,-8.38,-51.42,1218111.5067626808,Amazonia
