index,latitude,longitude,area(m²),bioma
0,4.76,-60.045,2453549.900976916,Amazonia
1,4.535,-60.37,4908624.86726681,Amazonia
2,4.54,-60.35,1227147.9488901705,Amazonia
3,4.53,-60.34,1227164.484739401,Amazonia
4,4.515,-60.255,7363135.221398164,Amazonia
5,4.505,-60.356111,6136003.662735713,Amazonia
6,4.41,-60.265,2454720.1503902664,Amazonia
7,4.385,-60.285,3682192.481382625,Amazonia
8,4.37,-60.3,1227424.1069317232,Amazonia
9,4.365,-60.275,4909728.261547762,Amazonia
10,4.365,-59.945,3682304.1546116574,Amazonia
11,4.35,-60.08,1227455.9043370828,Amazonia
12,4.34,-60.07,1227471.7484164988,Amazonia
13,4.29,-60.91,1227550.4226433705,Amazonia
14,4.275,-60.9,2455147.685680696,Amazonia
15,4.245,-60.198333,6138109.972681104,Amazonia
16,4.13,-61.43,1227796.062360087,Amazonia
17,4.12,-61.42,1227811.1052884422,Amazonia
18,4.02,-51.62,1227959.5314079348,Amazonia
19,3.945,-59.69,2456136.9123162352,Amazonia
20,3.925909,-59.670455,9824777.190625647,Amazonia
21,3.84,-60.46,3684652.5583420326,Amazonia
22,3.8,-51.79,1228273.2472883065,Amazonia
23,3.79,-51.8,1228287.0881740863,Amazonia
24,3.79,-51.595,2456574.1763459817,Amazonia
25,3.771667,-51.575,6141586.998391851,Amazonia
26,3.715,-61.59,2456779.457967824,Amazonia
27,3.72,-51.74,1228382.9542693223,Amazonia
28,3.715,-51.705,3685162.4122371455,Amazonia
29,3.71,-51.73,1228396.5036974058,Amazonia
30,3.683571,-61.595,3685297.359987428,Amazonia
31,3.6875,-59.925,6142144.273620447,Amazonia
32,3.615,-60.45,2457046.80303118,Amazonia
33,3.61,-60.11,1228529.9940529636,Amazonia
34,3.6,-60.12,1228543.1426902965,Amazonia
35,3.6,-60.11,1228543.142691392,Amazonia
36,3.6,-60.1,1228543.1426892013,Amazonia
37,3.58,-60.13,7371428.986816033,Amazonia
38,3.59,-60.11,1228556.25489131,Amazonia
39,3.57,-60.11,1228582.3699821883,Amazonia
40,3.51,-51.51,1228659.8407294913,Amazonia
41,3.5,-51.75,1228672.6249861063,Amazonia
42,3.465,-51.465,3686144.9158049664,Amazonia
43,3.447,-51.503,9829938.259613913,Amazonia
44,3.42,-51.72,1228773.5871497171,Amazonia
45,3.39,-61.04,1228810.846671168,Amazonia
46,3.38,-61.03,1228823.1936240443,Amazonia
47,3.373571,-51.405,3686494.201892105,Amazonia
48,3.319286,-60.67642900000001,9831183.953368893,Amazonia
49,3.31,-60.03,1228908.6018691368,Amazonia
50,3.28,-60.46,1228944.6587237092,Amazonia
51,3.28,-51.61,1228944.6587258994,Amazonia
52,3.2965379999999995,-60.04115400000001,35638722.15104293,Amazonia
53,3.275,-51.335,3686857.868294945,Amazonia
54,3.27,-60.45,1228956.604786165,Amazonia
55,3.26,-60.44,1228968.5143969685,Amazonia
56,3.257,-60.029,8602827.09345481,Amazonia
57,3.245,-60.455,3686964.836126066,Amazonia
58,3.225,-51.345,3687035.6013113363,Amazonia
59,3.21,-60.245,4916110.063020191,Amazonia
60,3.21,-51.55,1229027.5157539523,Amazonia
61,3.21,-51.32,3687082.547266238,Amazonia
62,3.195,-51.291667,6145219.342377462,Amazonia
63,3.179167,-60.26416700000001,13519710.324928373,Amazonia
64,3.16,-60.23,1229085.6059083254,Amazonia
65,3.115,-61.105,4916548.413505472,Amazonia
66,3.065,-60.15,2458386.9242979176,Amazonia
67,3.06,-60.125,2458398.1049139933,Amazonia
68,3.035,-60.1375,6146139.73555177,Amazonia
69,3.03,-60.29,1229232.3756150196,Amazonia
70,3.03,-60.27,1229232.37561721,Amazonia
71,3.02,-60.28,1229243.410433245,Amazonia
72,3.02,-60.26,1229243.4104310542,Amazonia
73,2.975,-63.72,2458585.222852664,Amazonia
74,2.935,-51.455,4917342.919883204,Amazonia
75,2.925,-51.405,3688033.9202745683,Amazonia
76,2.8164290000000003,-51.087857,8606215.587575339,Amazonia
77,2.8,-61.16,1229476.9532393685,Amazonia
78,2.79,-61.15,1229487.1495666169,Amazonia
79,2.7575,-51.07,6147617.750447452,Amazonia
80,2.695,-51.325,4918328.76681382,Amazonia
81,2.68,-60.085,2459193.8056761776,Amazonia
82,2.663889,-60.933889,7377678.859236907,Amazonia
83,2.6375,-60.19,6148207.435335778,Amazonia
84,2.635,-51.345,3688916.7708321065,Amazonia
85,2.58,-51.0,1229692.850100437,Amazonia
86,2.573889,-50.979444,4918799.58295118,Amazonia
87,2.55,-51.0,1229720.9232500042,Amazonia
88,2.545,-50.965,7378353.393872863,Amazonia
89,2.53,-50.945,2459478.9127283567,Amazonia
90,2.5,-51.025,2459533.9650945542,Amazonia
91,2.5,-51.0,1229766.9825461821,Amazonia
92,2.48,-50.82,1229785.1510091072,Amazonia
93,2.493462,-50.981154,13527490.948763052,Amazonia
94,2.47,-51.06,1229794.1805450185,Amazonia
95,2.47,-50.83,1229794.1805450185,Amazonia
96,2.457105,-50.964474,15987467.907943524,Amazonia
97,2.44,-50.94,1229821.0503464493,Amazonia
98,2.43,-50.99,1229829.934015508,Amazonia
99,2.393889,-50.956111,17218015.19458226,Amazonia
100,2.390556,-51.008333,7379199.288967717,Amazonia
101,2.39,-50.82,1229865.1040174935,Amazonia
102,2.375,-50.925,3689638.745782557,Amazonia
103,2.38,-50.81,1229873.8053505227,Amazonia
104,2.31,-61.005,2459867.38713771,Amazonia
105,2.305,-50.945,3689809.490292748,Amazonia
106,2.3040000000000003,-50.913,6149702.106187907,Amazonia
107,2.255,-55.865,3689934.3576379744,Amazonia
108,2.235,-50.748333,6149983.43689877,Amazonia
109,2.23,-56.01,1229999.9490983393,Amazonia
110,2.22,-56.0,1230008.0669223394,Amazonia
111,2.22,-50.885,4920032.231219085,Amazonia
112,2.260357,-55.915,30749431.1940265,Amazonia
113,2.21,-50.89,1230016.1482760666,Amazonia
114,2.200455,-55.866818,8610153.225883849,Amazonia
115,2.19,-55.865,2460064.4031475973,Amazonia
116,2.199444,-50.935,24600427.184308995,Amazonia
