index,latitude,longitude,area(m²),bioma
0,3.095,-51.45,2458319.5124774417,Amazonia
1,2.77,-51.065,2459014.865690689,Amazonia
2,2.555,-50.98,4918865.0505024055,Amazonia
3,2.501667,-50.985,4919058.754800584,Amazonia
4,2.21,-55.885,2460032.296554324,Amazonia
5,2.19,-50.8725,7380201.144906667,Amazonia
6,2.19,-55.865,2460064.4031475973,Amazonia
7,2.175,-55.875,3690136.3914745874,Amazonia
8,2.181,-50.941,9840281.418985298,Amazonia
9,2.165,-55.76,2460104.116959148,Amazonia
10,2.17,-50.92,1230048.1089816778,Amazonia
11,2.17,-50.7,1230048.1089816778,Amazonia
12,2.16,-50.715,2460112.015957131,Amazonia
13,2.075,-55.855,3690361.2316005006,Amazonia
14,2.0475,-50.88,7380842.86562452,Amazonia
15,2.05,-55.88,3690421.469285271,Amazonia
16,2.007727,-50.915909,9841368.172129892,Amazonia
17,1.98,-50.855,2460383.9061158984,Amazonia
18,1.96,-50.905,2460412.6571636964,Amazonia
19,1.93,-50.9,3690682.854912428,Amazonia
20,1.92,-55.84,1230234.641928325,Amazonia
21,1.905,-55.82,4920973.466963652,Amazonia
22,1.816,-50.8635,15993950.288193734,Amazonia
23,1.78,-55.595,2460658.2851687,Amazonia
24,1.78,-55.58,1230329.1425843495,Amazonia
25,1.775625,-55.628125,50443608.21223473,Amazonia
26,1.73,-55.845,2460722.3202491463,Amazonia
27,1.675,-55.998333,4921575.174434316,Amazonia
28,1.535,-56.09,2460954.619798811,Amazonia
29,1.534231,-55.735769,12304772.880080413,Amazonia
30,1.515,-55.65,2460976.877644124,Amazonia
31,1.51,-55.98,1230491.2028148517,Amazonia
32,1.463571,-50.775714,12305177.426904328,Amazonia
33,1.335,-50.91,7383492.193796971,Amazonia
34,1.353947,-50.616579,12305726.710503645,Amazonia
35,1.235,-50.725,3691884.509635729,Amazonia
36,1.13,-51.065,2461348.46376744,Amazonia
37,1.04,-51.03,1230709.8642601552,Amazonia
38,1.045,-51.059286,13537774.042061916,Amazonia
39,1.0305,-51.132,27075650.566355664,Amazonia
40,0.995,-51.08,2461453.1351958932,Amazonia
41,0.293571,-51.280714,6154457.155713579,Amazonia
42,-0.406429,-51.745,3692631.084006348,Amazonia
43,-0.43,-52.07,1230873.4700994554,Amazonia
44,-0.445,-52.055,3692612.400470096,Amazonia
45,-0.44,-52.03,1230871.8827324251,Amazonia
46,-0.46,-52.04,1230868.598517449,Amazonia
47,-0.49,-51.81,1230863.3985156978,Amazonia
48,-0.52,-51.875,2461715.7402037363,Amazonia
49,-0.787,-48.65,23385060.72035252,Amazonia
50,-0.835,-48.67,2461559.978968066,Amazonia
51,-0.946429,-49.045,3692231.0718990746,Amazonia
52,-0.96,-49.06,1230739.0563706558,Amazonia
53,-0.975,-49.02,2461467.5123287425,Amazonia
54,-1.14,-49.2,1230670.0902997078,Amazonia
55,-1.16,-46.58,1230661.697671579,Amazonia
56,-1.21,-49.145,2461280.15520081,Amazonia
57,-1.22,-49.18,1230635.6441271608,Amazonia
58,-1.263571,-49.155,20920461.12561301,Amazonia
59,-1.27,-54.55,1230612.9294965558,Amazonia
60,-1.253462,-49.196538,9844962.96832797,Amazonia
61,-1.39,-48.99,1230554.6929616493,Amazonia
62,-1.4,-49.0,1230549.6027704894,Amazonia
63,-1.384375,-48.946875,12305561.944796205,Amazonia
64,-1.53,-48.37,1230480.1103668488,Amazonia
65,-1.56,-52.9,1230463.1980911302,Amazonia
66,-1.57,-55.55,1230457.4876994241,Amazonia
67,-1.62,-47.96,1230428.388541132,Amazonia
68,-1.62,-47.73,1230428.3885389415,Amazonia
69,-1.69,-44.89,1230386.1175378487,Amazonia
70,-1.715,-56.025,4921482.331976378,Amazonia
71,-1.73,-47.95,1230361.1601234777,Amazonia
72,-1.8,-48.24,1230316.0802202737,Amazonia
73,-1.81,-48.23,1230309.4943196836,Amazonia
74,-1.89,-48.415,2460510.987875229,Amazonia
75,-1.935,-50.575,9841792.70604656,Amazonia
76,-2.0,-48.085,2460354.8632599176,Amazonia
77,-2.11,-48.78,1230094.9558848178,Amazonia
78,-2.11,-48.18,1230094.9558848178,Amazonia
79,-2.285,-44.845,3689868.102104109,Amazonia
80,-2.335,-48.34,2459825.0109929685,Amazonia
81,-2.44,-48.26,1229821.0503464493,Amazonia
82,-2.455,-49.105,3689418.4774339073,Amazonia
83,-2.55,-48.1,1229720.923252195,Amazonia
84,-2.5664290000000003,-48.115,3689116.09056325,Amazonia
85,-2.61,-45.425,2459328.8975616912,Amazonia
86,-2.625,-59.915,4918600.481994576,Amazonia
87,-2.66,-47.285,2459232.7679775525,Amazonia
88,-2.7,-45.78,1229577.2758413593,Amazonia
