index,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude,bioma
0,2017/04/06 17:49:00,0.0,1.2,0.02,-0.4313,-65.02986999999999,Amazonia
1,2017/04/09 01:27:58,0.0,0.0,0.02,1.19,-68.8,Amazonia
2,2017/04/27 17:54:00,0.0,19.0,0.0,-3.24583,-60.0774,Amazonia
3,2017/04/13 17:15:00,0.0,6.7,0.0,-7.684239999999999,-63.16329,Amazonia
4,2017/04/04 18:27:00,0.0,0.0,0.01,0.50198,-67.29543000000001,Amazonia
5,2017/04/06 17:48:00,0.0,0.4,0.0,-3.47209,-65.00142,Amazonia
6,2017/04/05 18:08:00,0.0,0.0,0.01,-0.4451,-65.18598,Amazonia
7,2017/04/05 18:08:00,0.0,0.0,0.01,-0.44558,-65.1866,Amazonia
8,2017/04/05 18:08:00,0.0,0.0,0.01,-0.39068,-66.23765999999999,Amazonia
9,2017/04/29 01:06:39,0.0,16.1,0.0,-6.18790006637573,-63.3381004333496,Amazonia
10,2017/04/10 05:34:00,0.0,1.2,0.0,-2.9557,-60.01381,Amazonia
11,2017/04/20 06:29:58,0.0,13.2,0.01,-6.34,-58.77,Amazonia
12,2017/04/22 17:48:00,0.0,5.6,0.0,-3.3815699999999995,-59.46906,Amazonia
13,2017/04/23 05:28:18,0.0,0.2,0.01,-0.22,-69.71,Amazonia
14,2017/04/20 06:29:58,0.0,10.9,0.01,-6.34,-58.8,Amazonia
15,2017/04/28 23:01:43,0.0,0.3,0.0,-1.12861,-62.6821,Amazonia
16,2017/04/20 06:39:40,0.0,10.8,0.0,-2.64968,-60.1158,Amazonia
17,2017/04/13 17:15:00,0.0,6.7,0.0,-7.68855,-63.1951,Amazonia
18,2017/04/09 03:29:53,0.0,4.2,0.0,-5.89,-72.63,Amazonia
19,2017/04/05 18:08:00,0.0,0.0,0.04,1.07162,-67.65464,Amazonia
20,2017/04/05 18:08:00,0.0,0.0,0.02,1.26756,-67.91005,Amazonia
21,2017/04/11 00:29:09,0.0,3.9,0.0,-3.28,-65.27,Amazonia
22,2017/04/26 16:33:00,0.0,0.0,0.01,-2.50016,-57.80854,Amazonia
23,2017/04/05 18:08:00,0.0,2.4,,0.49957,-67.30637,Amazonia
24,2017/04/06 17:49:00,0.0,2.9,,-0.5706100000000001,-64.79414,Amazonia
25,2017/04/06 17:44:00,0.0,2.9,,-0.5760000000000001,-64.795,Amazonia
26,2017/04/07 17:29:00,0.0,6.7,,-3.42421,-64.90413000000001,Amazonia
27,2017/04/23 17:30:00,0.0,0.2,,-0.20062,-66.79919,Amazonia
28,2017/04/23 17:30:00,0.0,0.2,,-0.20229,-66.79871,Amazonia
29,2017/04/24 17:10:00,0.0,0.2,,-2.82716,-57.19116,Amazonia
30,2017/04/24 17:31:00,0.0,0.2,,-2.834,-57.19,Amazonia
31,2017/04/26 16:33:00,0.0,0.8,,-2.85164,-57.22649000000001,Amazonia
32,2017/04/26 17:19:00,0.0,2.4,,-2.8560000000000003,-57.301,Amazonia
33,2017/04/27 06:59:40,0.0,1.9,,-1.22701,-59.0428,Amazonia
34,2017/04/28 17:35:00,0.0,20.7,,-2.84497,-57.21301,Amazonia
35,2017/04/06 17:49:00,0.0,0.8,0.03,-0.3577,-65.01925,Amazonia
36,2017/04/06 17:42:00,0.0,1.9,0.0,-7.989,-61.325,Amazonia
37,2017/04/06 03:00:01,0.0,24.4,0.0,-6.62,-60.78,Amazonia
38,2017/04/01 10:59:49,0.0,0.3,0.01,-6.02,-63.37,Amazonia
39,2017/04/01 10:59:49,0.0,0.3,0.01,-6.02,-63.35,Amazonia
40,2017/04/06 17:49:00,0.0,0.5,0.03,-0.40759,-64.98655,Amazonia
41,2017/04/06 17:49:00,0.0,0.2,0.0,0.136,-67.33258000000001,Amazonia
42,2017/04/06 14:49:00,0.0,0.0,0.01,-4.244,-63.188,Amazonia
43,2017/04/06 17:43:00,0.0,0.0,0.01,-4.093,-63.039,Amazonia
44,2017/04/06 17:43:00,0.0,0.0,0.01,-4.0939999999999985,-63.049,Amazonia
45,2017/04/06 17:44:00,0.0,0.8,0.03,-0.361,-65.02,Amazonia
46,2017/04/06 17:49:00,0.0,0.8,0.03,-0.35435,-65.01975,Amazonia
47,2017/04/06 17:48:00,0.0,0.3,0.01,-2.63974,-64.59634,Amazonia
48,2017/04/06 17:49:00,0.0,1.2,0.02,-0.44028,-65.02134000000001,Amazonia
49,2017/04/06 17:48:00,0.0,0.0,0.01,-4.0865800000000005,-63.04464,Amazonia
50,2017/04/06 17:48:00,0.0,1.3,0.0,-3.74938,-65.04984,Amazonia
51,2017/04/06 17:49:00,0.0,0.0,0.0,0.9605,-67.17307,Amazonia
52,2017/04/06 17:48:00,0.0,0.0,0.01,-4.09005,-63.04411999999999,Amazonia
53,2017/04/06 17:48:00,0.0,0.0,0.02,-3.85087,-63.5482,Amazonia
54,2017/04/03 17:03:00,0.0,5.2,0.0,-8.00048,-59.58788000000001,Amazonia
55,2017/04/03 17:04:00,0.0,3.8,0.0,-2.51883,-66.7801,Amazonia
56,2017/04/03 17:05:00,0.0,0.0,0.01,-1.52555,-63.91682,Amazonia
57,2017/04/04 17:57:00,0.0,0.0,0.21,0.802,-65.209,Amazonia
58,2017/04/04 02:37:00,0.0,5.2,0.0,-3.777,-59.313,Amazonia
59,2017/04/04 17:57:00,0.0,0.0,0.01,-0.07200000000000001,-67.006,Amazonia
60,2017/04/04 16:45:00,0.0,46.8,0.0,-4.4389699999999985,-59.52158000000001,Amazonia
61,2017/04/04 18:25:00,0.0,0.4,0.03,-6.851539999999999,-69.78824,Amazonia
62,2017/04/04 18:27:00,0.0,0.0,0.21,0.80129,-65.20328,Amazonia
63,2017/04/04 16:45:00,0.0,71.2,0.0,-3.26644,-59.7924,Amazonia
64,2017/04/05 18:06:00,0.0,26.3,0.05,-6.0229,-60.43233000000001,Amazonia
65,2017/04/05 18:08:00,0.0,0.0,0.1,0.5199600000000001,-69.47408,Amazonia
66,2017/04/05 18:08:00,0.0,0.1,0.09,0.59682,-69.26907,Amazonia
67,2017/04/05 18:08:00,0.0,1.3,0.11,0.55601,-67.8353,Amazonia
68,2017/04/05 18:08:00,0.0,1.3,0.11,0.5565899999999999,-67.83475,Amazonia
69,2017/04/05 18:08:00,0.0,0.0,0.05,0.27348,-69.79548,Amazonia
70,2017/04/05 18:08:00,0.0,0.0,0.0,1.75934,-67.38959,Amazonia
71,2017/04/05 18:08:00,0.0,0.0,0.01,-0.22639,-66.75572,Amazonia
72,2017/04/05 18:08:00,0.0,2.4,0.01,0.4971100000000001,-67.39669,Amazonia
73,2017/04/05 18:08:00,0.0,0.4,0.01,0.50331,-67.30693000000001,Amazonia
74,2017/04/05 18:08:00,0.0,0.0,0.01,-0.38828,-66.24041,Amazonia
75,2017/04/05 18:08:00,0.0,1.8,0.0,-0.15228,-67.10764,Amazonia
76,2017/04/05 18:08:00,0.0,0.0,0.21,0.75858,-65.19479,Amazonia
77,2017/04/05 18:07:00,0.0,0.3,0.0,-3.14849,-65.19621,Amazonia
78,2017/04/05 18:08:00,0.0,0.0,0.01,-0.39222,-66.23984,Amazonia
79,2017/04/05 18:08:00,0.0,0.0,0.0,-0.42274,-66.31418000000001,Amazonia
80,2017/04/05 18:08:00,0.0,0.0,0.02,-0.40857,-64.98231,Amazonia
81,2017/04/05 18:07:00,0.0,0.3,0.0,-3.11152,-65.2272,Amazonia
82,2017/04/05 18:08:00,0.0,0.5,0.0,0.32027,-67.32256,Amazonia
83,2017/04/05 18:08:00,0.0,0.6,0.01,-0.060029999999999986,-67.08285,Amazonia
84,2017/04/05 18:08:00,0.0,0.0,0.01,-0.4376100000000001,-65.08341,Amazonia
85,2017/04/05 18:08:00,0.0,0.0,0.02,-0.41057,-64.98246,Amazonia
86,2017/04/05 18:08:00,0.0,0.5,0.01,-0.12124,-66.95458,Amazonia
87,2017/04/05 18:08:00,0.0,0.0,0.0,1.12369,-67.23413000000001,Amazonia
88,2017/04/07 11:29:49,0.0,15.4,0.0,-5.89,-59.63,Amazonia
