index,latitude,longitude,area(m²),bioma
0,4.19,-60.75166700000001,9821594.35346694,Amazonia
1,4.045,-60.625,4911691.0471314285,Amazonia
2,3.99,-60.665,2456006.6979983742,Amazonia
3,3.915,-59.71,2456222.9083627164,Amazonia
4,3.645,-60.705,3685457.6941712038,Amazonia
5,3.63,-60.72,1228503.5874649591,Amazonia
6,3.21,-60.735,2458055.0315079046,Amazonia
7,2.97,-60.66,1229298.0376991923,Amazonia
8,2.96,-60.65,1229308.85379107,Amazonia
9,2.85,-60.82,3688276.274181597,Amazonia
10,2.59,-61.32,1229683.4194583376,Amazonia
11,2.54,-60.53,1229730.208042775,Amazonia
12,2.4290000000000003,-60.929,6149158.480807149,Amazonia
13,2.02,-61.09,1230162.7643077346,Amazonia
14,1.989,-61.191,7381100.948065544,Amazonia
15,1.83,-60.84,7381763.851379969,Amazonia
16,1.66,-60.7,1230404.4525638323,Amazonia
17,1.15,-60.625,2461331.8244579886,Amazonia
18,0.57,-60.72,1230847.926273592,Amazonia
19,0.56,-60.73,1230849.9880203176,Amazonia
20,0.56,-60.72,1230849.9880203176,Amazonia
21,0.56,-60.71,1230849.9880203176,Amazonia
22,0.55,-60.72,1230852.0132759605,Amazonia
23,-6.575,-51.105,3669089.940823907,Amazonia
24,-11.46,-57.455,2414010.516372749,Amazonia
25,-11.56,-56.6,1206587.3830987946,Amazonia
26,-11.59,-55.42,1206461.3199551215,Amazonia
27,-11.66,-54.08,1206165.9153246307,Amazonia
28,-11.66,-52.73,1206165.915325726,Amazonia
29,-11.67,-52.72,1206123.5709865051,Amazonia
30,-11.715,-56.525,4823730.290137487,Amazonia
31,-11.715,-54.41,2411865.1450665533,Amazonia
32,-11.74,-54.885,2411652.310064391,Amazonia
33,-11.975,-56.87,2409629.6315253517,Amazonia
34,-11.985,-54.315,3614292.275072529,Amazonia
35,-12.005,-52.82,2409368.564950103,Amazonia
36,-12.02,-54.345,2409237.7984238146,Amazonia
37,-12.12,-54.16,1204180.9179144795,Amazonia
38,-12.145,-55.405,4816283.430352522,Amazonia
39,-12.15,-55.555,2408097.6480060243,Amazonia
40,-12.18,-55.93,1203916.4072861492,Amazonia
41,-12.21,-57.45,1203783.667789082,Amazonia
42,-12.225,-57.59,2407434.345049785,Amazonia
43,-12.56,-51.735,2404422.4001224125,Amazonia
44,-12.62,-57.655,4807748.870246238,Amazonia
45,-12.71,-54.71,1201523.8485668555,Amazonia
46,-12.805,-57.3,2402168.7081491463,Amazonia
47,-12.845,-56.83,2401796.678105571,Amazonia
48,-12.92,-51.9,1200548.021825586,Amazonia
49,-12.945,-57.245,4801723.184452356,Amazonia
50,-13.02,-57.83,1200077.7950952798,Amazonia
51,-13.035,-54.715,4800027.792141413,Amazonia
52,-13.09,-57.16,1199746.5077580141,Amazonia
53,-13.12,-57.68,1199603.9909530135,Amazonia
54,-13.135,-57.67,2399065.214757544,Amazonia
55,-13.21,-56.59,1199174.5094568979,Amazonia
56,-13.266429,-56.515,3596707.8162708767,Amazonia
57,-13.315,-57.07,4794727.38880057,Amazonia
58,-13.33,-57.06,1198597.3627379227,Amazonia
59,-13.33,-53.42,1198597.3627379227,Amazonia
60,-13.355,-53.93,2396952.9430605527,Amazonia
61,-13.405,-53.23,2396468.056023221,Amazonia
62,-13.48,-56.57,1197868.692359965,Amazonia
63,-13.53,-57.06,1197624.015940147,Amazonia
64,-13.595,-53.54,2394609.194488092,Amazonia
65,-16.180999999999994,-59.839,7100351.434361378,Amazonia
66,-16.2,-59.82,1183265.2105221895,Amazonia
67,-16.26,-59.195,2365826.944905368,Amazonia
0,-8.425,-40.345,3653937.02302392,Caatinga
1,-8.43,-40.34,1217958.5675164936,Caatinga
2,-8.445,-40.335,7307474.956290827,Caatinga
3,-8.69,-37.595,2434297.4000913342,Caatinga
4,-9.09,-40.49,3647564.981875085,Caatinga
5,-9.130714,-40.185,6078579.011788086,Caatinga
6,-9.135,-40.11,2431411.68233843,Caatinga
7,-9.78,-36.985,2426974.992447103,Caatinga
8,-10.325,-44.435,4845984.158754293,Caatinga
9,-10.821667,-40.426667,19353275.76070806,Caatinga
10,-10.83,-39.505,2419110.3916596,Caatinga
11,-10.95,-39.01,3627241.467475078,Caatinga
