index,latitude,longitude,area(m²),bioma
0,4.68,-60.745,2453825.2493714057,Amazonia
1,4.615,-60.88,2454045.5302050286,Amazonia
2,4.52,-60.69,1227180.9841829794,Amazonia
3,4.505,-60.705,3681608.768293898,Amazonia
4,4.5,-60.69,1227213.873850991,Amazonia
5,4.375,-59.77,2454832.260546265,Amazonia
6,4.36,-61.01,1227440.023839967,Amazonia
7,4.35,-61.0,1227455.9043348923,Amazonia
8,4.34,-61.01,1227471.7484186892,Amazonia
9,4.33,-61.08,1227487.556090263,Amazonia
10,4.32,-61.07,1227503.3273474223,Amazonia
11,4.25,-61.01,3682838.083293008,Amazonia
12,4.215,-61.275,4910666.889998603,Amazonia
13,4.14,-61.49,3683342.9126112508,Amazonia
14,4.14,-60.155,4911123.895626377,Amazonia
15,4.15,-60.14,1227765.8672437046,Amazonia
16,4.118333,-59.975,6139040.447095063,Amazonia
17,4.1,-61.05,1227841.0818854829,Amazonia
18,4.09,-61.06,1227856.0155519769,Amazonia
19,4.055,-61.45,7367447.952083408,Amazonia
20,4.05,-61.115,2455830.772009624,Amazonia
21,4.035,-61.06,2455874.990258004,Amazonia
22,4.015,-61.07,2455933.7051013364,Amazonia
23,4.003571,-61.040714,6139914.68606264,Amazonia
24,3.975,-60.245,3684082.639217756,Amazonia
25,3.975,-60.13,4912100.521226308,Amazonia
26,3.955,-60.28,2456108.101275069,Amazonia
27,3.9275,-61.0,7368539.931376018,Amazonia
28,3.92,-60.245,2456208.630327631,Amazonia
29,3.906667,-61.136667,20878115.52062031,Amazonia
30,3.915,-59.98,2456222.9083627164,Amazonia
31,3.91,-61.6,1228118.5931967106,Amazonia
32,3.912692,-61.027308,15965612.48247077,Amazonia
33,3.905,-61.03,2456251.42800095,Amazonia
34,3.91,-60.275,2456237.186395612,Amazonia
35,3.9,-60.425,2456265.669606288,Amazonia
36,3.89,-61.65,1228147.0399820202,Amazonia
37,3.89,-61.56,1228147.0399831154,Amazonia
38,3.875,-61.505,7369037.804715361,Amazonia
39,3.89,-60.44,1228147.0399820202,Amazonia
40,3.88,-61.66,1228161.208732244,Amazonia
41,3.861667,-60.775,4912743.61546646,Amazonia
42,3.87,-60.43,1228175.341053815,Amazonia
43,3.86,-60.42,1228189.436946734,Amazonia
44,3.84,-60.78,1228217.519446614,Amazonia
45,3.845,-60.75,4912842.0317207035,Amazonia
46,3.83,-60.9,3684694.481721122,Amazonia
47,3.825,-60.88,4912953.851693898,Amazonia
48,3.83,-61.52,1228231.5060513848,Amazonia
49,3.799545,-61.06772700000001,39304229.25037399,Amazonia
50,3.82,-61.52,1228245.4562285985,Amazonia
51,3.82,-61.505,2456490.912457197,Amazonia
52,3.815,-60.92,2456504.826204663,Amazonia
53,3.812143,-61.179286,15967385.176945185,Amazonia
54,3.8,-61.53,1228273.2472894015,Amazonia
55,3.79,-61.53,1228287.0881751818,Amazonia
56,3.79,-61.52,1228287.0881729908,Amazonia
57,3.775,-59.71,2456615.553271188,Amazonia
58,3.79473,-61.53418900000001,35620060.795085475,Amazonia
59,3.76,-60.3,1228328.392236511,Amazonia
60,3.76,-59.7,1228328.392239797,Amazonia
61,3.747,-61.527,12283529.998016475,Amazonia
62,3.755,-59.725,3684998.87186756,Amazonia
63,3.735,-61.151364,14740255.112539833,Amazonia
64,3.73,-60.61,11055310.438380226,Amazonia
65,3.75,-60.315,2456684.1747912657,Amazonia
66,3.75,-59.69,1228342.0873912522,Amazonia
67,3.74,-59.73,1228355.7461195313,Amazonia
68,3.72,-60.76,3685148.8263782193,Amazonia
