index,latitude,longitude,area(m²),bioma
0,3.155,-61.15,2458182.720495414,Amazonia
1,3.125,-60.38,2458251.444540353,Amazonia
2,-4.73,-46.28,1226826.8512964905,Amazonia
3,-5.455,-48.625,4901923.618328844,Amazonia
4,-6.555,-48.78,2446147.644241247,Amazonia
5,-6.57,-48.79,1223037.9647255188,Amazonia
6,-6.57,-48.77,1223037.9647233284,Amazonia
7,-6.58,-51.12,1223014.0113772505,Amazonia
8,-8.331,-61.649,12182756.56809576,Amazonia
9,-8.387727,-61.584091,12180962.236969987,Amazonia
10,-8.69,-54.89,1217148.7000467624,Amazonia
11,-9.115,-51.248333,12157788.380816193,Amazonia
12,-9.214091,-50.129545,8508088.708617669,Amazonia
13,-9.3,-50.17,1215152.6638491305,Amazonia
14,-9.47,-50.6,1214572.4318511083,Amazonia
15,-9.515,-63.02,2428834.1787350164,Amazonia
16,-9.53,-63.01,1214365.1520618217,Amazonia
17,-9.605,-50.43,2428208.439683197,Amazonia
18,-9.621,-50.577,8498327.53170239,Amazonia
19,-9.62,-55.22,1214051.7951077272,Amazonia
20,-9.637,-55.221,8497872.269484643,Amazonia
21,-9.63,-55.22,1214016.7971528128,Amazonia
22,-9.65,-55.19,1213946.6929416736,Amazonia
23,-9.66,-55.425,2427823.1733730882,Amazonia
24,-9.66,-55.2,1213911.5866865441,Amazonia
25,-9.675,-50.69,2427717.710218366,Amazonia
26,-9.68,-50.355,7283047.523108847,Amazonia
27,-9.855,-57.825,4852879.184567353,Amazonia
28,-10.0,-56.01,1212696.5011440478,Amazonia
29,-10.075,-54.415,4849691.3942739945,Amazonia
30,-10.22,-55.97,1211888.0483776394,Amazonia
31,-10.22,-50.79,1211888.0483776394,Amazonia
32,-10.23,-50.78,1211850.885871845,Amazonia
33,-10.245,-52.43,2423590.140025359,Amazonia
34,-10.39,-55.785,2422502.767144615,Amazonia
35,-10.565,-53.468333,8474114.96761704,Amazonia
36,-10.695,-52.348333,6050395.706534263,Amazonia
37,-10.71,-52.26,3630074.121119234,Amazonia
38,-10.72,-52.28,1209985.7791250758,Amazonia
39,-10.741,-52.315,9679301.37810692,Amazonia
40,-10.79,-54.625,2419424.551173271,Amazonia
41,-10.85,-54.3,1209476.439971422,Amazonia
42,-10.88,-54.42,1209358.0362268398,Amazonia
43,-10.9,-59.055,2418557.8408712647,Amazonia
44,-10.905,-56.135,3627757.537549532,Amazonia
45,-10.9,-56.12,1209278.9204356323,Amazonia
46,-10.915,-52.208333,6046117.247036982,Amazonia
47,-10.9375,-54.71,10882241.048300212,Amazonia
48,-10.936429,-54.625,3627400.490800191,Amazonia
49,-11.017,-52.88800000000001,22967862.76076918,Amazonia
50,-11.035,-54.065,3626243.397697629,Amazonia
51,-11.09,-56.805,2417040.2830095915,Amazonia
52,-11.1,-55.6,1208479.84599141,Amazonia
53,-11.11,-55.59,1208439.514512671,Amazonia
54,-11.15,-54.775,2416555.6577854007,Amazonia
55,-11.16,-54.945,2416474.635130576,Amazonia
56,-11.165,-52.22,4832908.722977148,Amazonia
57,-11.195,-56.74166700000001,6040496.528672279,Amazonia
58,-11.219545,-52.350455,6039967.4359504,Amazonia
59,-11.252273,-57.014091,8455097.60931949,Amazonia
60,-11.301154,-52.645769,18115077.45227513,Amazonia
61,-11.325,-52.835,3622711.614571196,Amazonia
62,-11.33,-55.34,3622629.3693484506,Amazonia
63,-11.365,-52.76,2414797.8128038542,Amazonia
64,-11.375,-56.335,9658860.976255154,Amazonia
65,-11.375,-55.435,3622093.5172660137,Amazonia
66,-11.38,-55.57,1207336.9708615637,Amazonia
67,-11.38,-55.45,1207336.970859373,Amazonia
68,-11.465,-56.06,9655875.418498857,Amazonia
69,-11.465,-54.65,2413968.8905607685,Amazonia
70,-11.46,-52.455,4828021.032741117,Amazonia
71,-11.466818,-52.769545,7241864.938060791,Amazonia
72,-11.496111,-54.119444,4827395.890959289,Amazonia
73,-11.505,-52.011667,4827228.848702028,Amazonia
74,-11.51,-54.21,1206796.7697872785,Amazonia
75,-11.5125,-52.06,8447368.36113099,Amazonia
76,-11.52,-54.23,10860961.61326201,Amazonia
77,-11.535,-57.27,7240153.105398232,Amazonia
78,-11.53,-54.21,1206713.12290039,Amazonia
79,-11.539,-58.249,6033356.191884258,Amazonia
80,-11.536429,-58.185,3620055.6140288436,Amazonia
81,-11.54,-55.575,2413342.491128453,Amazonia
82,-11.545,-52.6,2413300.5778554133,Amazonia
83,-11.585,-54.645,3619468.073814455,Amazonia
84,-11.59,-54.155,2412922.639910244,Amazonia
85,-11.605,-54.175,3619215.5523518035,Amazonia
86,-11.61,-54.325,2412754.196471853,Amazonia
87,-11.62,-54.155,2412669.866989125,Amazonia
88,-11.645,-58.125,4824917.439985601,Amazonia
89,-11.650455,-57.035909,10855831.633451777,Amazonia
90,-11.65,-56.2,1206208.2237444993,Amazonia
91,-11.66,-54.075,2412331.830651452,Amazonia
92,-11.68,-51.77,1206081.190735599,Amazonia
93,-11.676111,-51.659444,4824367.143188921,Amazonia
94,-11.672143,-51.792143,14473566.750369612,Amazonia
95,-11.715,-55.375,3617776.455646624,Amazonia
96,-11.725,-54.415,3617691.371921024,Amazonia
97,-11.735,-55.24,2411694.905788695,Amazonia
98,-11.73,-54.945,2411737.501519571,Amazonia
99,-11.77,-54.39,1205698.1523946458,Amazonia
100,-11.77,-52.82,1205698.1523957408,Amazonia
101,-11.78,-52.83,1205655.4130356477,Amazonia
102,-11.78,-52.805,2411310.826069105,Amazonia
103,-11.795,-58.475,3616752.290978346,Amazonia
104,-11.827727,-54.505,12054626.371218964,Amazonia
105,-11.845,-55.1,2410753.4551424608,Amazonia
106,-11.86,-55.28,1205312.2056649972,Amazonia
107,-11.87,-55.27,1205269.1431950238,Amazonia
108,-11.875,-52.075,3615764.331225317,Amazonia
109,-11.88,-52.06,1205226.0448330794,Amazonia
110,-11.885,-51.98,2410408.9554056725,Amazonia
111,-11.88625,-55.515,7231183.73194996,Amazonia
112,-11.9,-56.18,1205139.740420136,Amazonia
113,-11.92,-55.86,1205053.2924338344,Amazonia
114,-11.907353,-52.565,27717087.80110109,Amazonia
115,-11.935,-52.019,9639820.12685016,Amazonia
116,-11.94,-52.66,1204966.7008851266,Amazonia
117,-11.95,-52.635,4819693.405104411,Amazonia
118,-11.985,-54.315,4819085.362199308,Amazonia
119,-11.966818,-52.398636,21687231.16168776,Amazonia
120,-12.0,-52.43,1204706.064934665,Amazonia
121,-12.01,-57.89,1204662.500015438,Amazonia
122,-12.015,-52.52,2409281.39922406,Amazonia
123,-12.01,-52.42,1204662.5000143428,Amazonia
124,-12.025,-58.235,3613813.060954458,Amazonia
125,-12.02,-54.34,1204618.8992130023,Amazonia
126,-12.02,-52.54,1204618.8992119073,Amazonia
127,-12.03,-54.355,2409150.5250590984,Amazonia
128,-12.05,-57.455,2408975.763052321,Amazonia
129,-12.055,-52.875,7226796.056190588,Amazonia
130,-12.06,-57.44,1204444.1372029393,Amazonia
131,-12.06,-54.745,2408888.274408069,Amazonia
132,-12.07,-57.43,1204400.3570085578,Amazonia
133,-12.075,-55.38166700000001,6021914.152898561,Amazonia
134,-12.075,-54.765,4817513.795892194,Amazonia
135,-12.07,-54.73,1204400.357009653,Amazonia
136,-12.08,-57.445,2408713.081870698,Amazonia
137,-12.08,-54.74,1204356.540935349,Amazonia
138,-12.08,-52.58,1204356.5409364442,Amazonia
139,-12.09,-57.085,2408625.3779797684,Amazonia
140,-12.13,-62.885,2408273.8449577936,Amazonia
141,-12.13,-52.9,1204136.9224788968,Amazonia
142,-12.145,-54.295,4816283.430352522,Amazonia
143,-12.14,-52.89,1204092.891175439,Amazonia
144,-12.153571,-51.870714,8428297.593241747,Amazonia
145,-12.16,-51.66,1204004.720961615,Amazonia
146,-12.17,-51.67,1203960.582056724,Amazonia
147,-12.17,-51.65,1203960.5820545335,Amazonia
148,-12.208684,-52.366579,38521253.279373296,Amazonia
149,-12.23,-57.12,1203694.9954830618,Amazonia
150,-12.235,-51.595,4814691.202044508,Amazonia
151,-12.24,-57.105,2407301.2110849563,Amazonia
152,-12.24,-54.375,2407301.211082766,Amazonia
153,-12.24,-52.33,1203650.605541383,Amazonia
154,-12.245,-57.305,3610862.965021471,Amazonia
155,-12.255,-51.778333,6017941.975389723,Amazonia
156,-12.27,-51.8,1203517.2205715291,Amazonia
157,-12.285,-52.26,2406900.8051846074,Amazonia
158,-12.295,-54.635,3610239.748864125,Amazonia
159,-12.305,-54.55,2406722.3848857186,Amazonia
160,-12.3,-52.14,1203383.5129069015,Amazonia
161,-12.3,-51.88,1203383.5129058063,Amazonia
162,-12.31,-54.46,1203338.871978817,Amazonia
163,-12.31,-52.15,1203338.8719799123,Amazonia
164,-12.31,-51.89,1203338.8719810077,Amazonia
165,-12.335,-51.841667,10829066.205885574,Amazonia
166,-12.35,-54.575,4812639.763260697,Amazonia
167,-12.3625,-54.235,6015485.864314533,Amazonia
168,-12.365,-52.325,3609300.5328068524,Amazonia
169,-12.375,-52.341667,4812146.418789255,Amazonia
170,-12.42,-54.725,2405690.9117404004,Amazonia
171,-12.42,-52.41,1202845.455869105,Amazonia
172,-12.445,-55.01,2405465.41305871,Amazonia
173,-12.45,-56.89,1202710.1351577665,Amazonia
174,-12.45,-52.335,2405420.270315533,Amazonia
175,-12.46,-56.9,1202664.9565828585,Amazonia
176,-12.46,-52.42,1202664.9565839537,Amazonia
177,-12.47,-52.43,1202619.7421674577,Amazonia
178,-12.5,-52.06,1202483.883934157,Amazonia
179,-12.51,-55.13,1202438.5261907377,Amazonia
