id,latitude,longitude,area(m²),bioma
1404,-7.165,-44.615,4886198.25284866,Cerrado
1405,-7.245,-45.89,2442679.291011949,Cerrado
1406,-7.26,-45.9,1221300.032032032,Cerrado
1407,-7.37,-46.33,3663021.019735338,Cerrado
1408,-7.405,-44.39,2441825.6929306714,Cerrado
1410,-7.575,-45.45,2440898.4028628576,Cerrado
1411,-7.62,-45.645,2440649.445354594,Cerrado
1413,-7.77,-45.555,2439808.9551983993,Cerrado
1415,-7.855,-44.64,2439325.429704406,Cerrado
1416,-7.89,-44.35,6097812.018725856,Cerrado
1417,-7.975,-45.125,3657936.3427758235,Cerrado
1418,-8.0,-45.075,7315465.528935699,Cerrado
1419,-8.03,-45.115,2438313.479253334,Cerrado
1420,-8.06,-47.145,2438137.7727565253,Cerrado
1421,-8.052999999999999,-45.306999999999995,9752843.97140946,Cerrado
1422,-8.35,-45.915,2436405.671938715,Cerrado
1441,-9.15,-45.09,1215655.9629471072,Cerrado
1442,-9.16,-45.1,1215622.6626177796,Cerrado
1443,-9.35625,-45.00875,4859830.295226185,Cerrado
1444,-9.39,-45.195,2429693.565044399,Cerrado
1445,-9.395,-45.1,4859318.79524228,Cerrado
1446,-9.41,-45.11,1214778.4115569908,Cerrado
1447,-9.42,-45.1,1214744.1718952542,Cerrado
1453,-10.07,-47.9,1212441.1593950577,Cerrado
1454,-10.08,-47.89,1212404.537740844,Cerrado
1455,-10.14,-49.8,1212184.0505267472,Cerrado
1457,-10.56,-48.385,4842417.181551858,Cerrado
1458,-10.72,-46.88,1209985.7791250758,Cerrado
1459,-10.729614999999999,-46.854231,8469588.67047822,Cerrado
1466,-11.03,-48.47,1208761.1591199164,Cerrado
1469,-11.09,-48.065,2417040.283011782,Cerrado
1493,-11.87,-45.64,1205269.143196119,Cerrado
1494,-11.88,-45.63,1205226.0448330794,Cerrado
1499,-12.07,-46.71,1204400.357009653,Cerrado
1512,-12.35,-45.565,7218959.626969156,Cerrado
1514,-12.470999999999998,-45.608999999999995,7215763.631590608,Cerrado
1515,-12.5,-45.66,1202483.883934157,Cerrado
1516,-12.515,-45.65,2404831.6588107063,Cerrado
1517,-12.53,-46.53,1202347.7032218506,Cerrado
1518,-12.54,-58.1,1202302.2379909058,Cerrado
1519,-12.55,-58.11,1202256.7369435644,Cerrado
1520,-12.56,-58.1,1202211.2000579205,Cerrado
1522,-12.61,-58.21,1201982.978323507,Cerrado
1524,-12.62,-58.2,1201937.2265186708,Cerrado
1526,-12.7,-46.21,1201569.922697359,Cerrado
1528,-12.71,-46.22,1201523.8485668555,Cerrado
1529,-12.715,-44.91,2403001.5871944777,Cerrado
1530,-12.72,-58.985,2402955.4772574347,Cerrado
1531,-12.76,-58.265,2402585.881628109,Cerrado
1537,-12.99,-58.085,2400438.477587772,Cerrado
1541,-13.045,-45.585,3599855.37928831,Cerrado
1542,-13.055,-58.87,2399824.7321002325,Cerrado
1543,-13.055,-45.145,3599760.761527201,Cerrado
1555,-13.32,-49.39,1198645.6548925373,Cerrado
1558,-13.33,-49.38,1198597.3627379227,Cerrado
1560,-13.39,-55.175,2396613.7186679863,Cerrado
1561,-13.405,-55.375,4792936.112042061,Cerrado
1563,-13.41,-52.9,1198209.7389934626,Cerrado
1564,-13.42,-52.89,1198161.1252283913,Cerrado
1565,-13.4375,-45.48,29951057.65333785,Cerrado
1566,-13.4525,-45.41,5989929.077777438,Cerrado
1572,-13.585,-52.51,2394707.6722088433,Cerrado
1575,-13.615,-54.09,2394412.024810846,Cerrado
1576,-13.695,-58.525,3590455.541482232,Cerrado
1577,-13.7,-44.92,1196785.4379990546,Cerrado
1578,-13.75,-55.45,1196536.833858577,Cerrado
1581,-13.81,-55.52,1196237.3311032595,Cerrado
1582,-13.945,-56.11,2391117.497948069,Cerrado
1583,-14.05,-56.54,1195026.4765187392,Cerrado
1584,-14.06,-56.55,1194975.5784394855,Cerrado
1585,-14.08,-51.78,1194873.6753235634,Cerrado
1586,-14.125,-58.16,2389287.7349304995,Cerrado
1587,-14.39,-52.35,1193275.9472243893,Cerrado
1588,-14.84,-54.45,1190895.7749019004,Cerrado
1589,-14.855,-54.44,2381630.3813414536,Cerrado
1590,-15.13,-53.19,1189323.7256818493,Cerrado
1591,-15.165,-46.23,2378263.9406484882,Cerrado
1592,-15.39,-50.91,3563666.677518377,Cerrado
1593,-15.43,-45.76,1187666.0328313145,Cerrado
1594,-15.44,-45.77,1187610.2262518168,Cerrado
1595,-15.56,-53.65,1186937.7802350176,Cerrado
1596,-15.556429000000001,-52.230714,5934801.365678044,Cerrado
1597,-15.57,-53.66,1186881.51252201,Cerrado
1600,-15.855,-51.33,2370525.9517936544,Cerrado
1603,-16.025,-51.578333,5921448.115856177,Cerrado
1604,-16.12,-57.48,1183732.2134788542,Cerrado
1605,-16.143570999999998,-57.495,4734404.342462403,Cerrado
1610,-16.335,-47.365,3547445.51207295,Cerrado
1611,-16.57,-54.85,1181075.8821706902,Cerrado
1612,-16.58,-54.84,1181016.039645892,Cerrado
1614,-16.705,-54.64,4721060.095115633,Cerrado
1615,-16.945,-48.005,4715230.482360744,Cerrado
1616,-17.08,-53.125,2355957.813226161,Cerrado
1617,-17.175,-54.28,2354783.757352686,Cerrado
1618,-17.235,-50.56,4708140.124304944,Cerrado
1619,-17.355,-50.485,7057688.014710693,Cerrado
1620,-17.385,-50.008333,4704394.559094909,Cerrado
1621,-17.41,-50.325,2351852.223894753,Cerrado
1622,-17.43,-50.375,2351600.9351159283,Cerrado
1625,-17.47,-50.58,3526646.269206278,Cerrado
1628,-17.555,-49.95,4700111.282539218,Cerrado
1629,-17.615,-50.058333000000005,5873189.652082544,Cerrado
1630,-17.67,-50.035,2348563.51272505,Cerrado
1631,-17.678333,-54.845,4696935.83236316,Cerrado
1634,-17.78,-54.78,3520736.696068556,Cerrado
1635,-17.78,-50.35,1173578.9104030577,Cerrado
1636,-17.79,-50.36,1173514.804414885,Cerrado
1638,-17.805,-50.338333,4693738.476842123,Cerrado
1640,-17.825,-54.831667,5866482.884821463,Cerrado
1641,-17.832692,-49.962692,10559065.064223692,Cerrado
1644,-17.895,-54.81,2345679.131222435,Cerrado
1646,-17.915,-50.21,2345421.020762235,Cerrado
1648,-17.935,-50.225,4690325.2586127,Cerrado
1649,-17.949,-50.309,5862486.283256003,Cerrado
1651,-18.015,-50.15,2344126.254014444,Cerrado
1652,-18.039,-50.141000000000005,5859568.633571303,Cerrado
1654,-18.09,-49.94,1171575.2897424605,Cerrado
1655,-18.105,-49.96,4685975.150222082,Cerrado
1656,-18.11,-49.985,2342889.730368793,Cerrado
1657,-18.11,-49.97,1171444.865184397,Cerrado
1658,-18.12,-49.97,1171379.6002612524,Cerrado
1660,-18.195,-49.305,3512634.1986562307,Cerrado
1661,-18.23,-51.52,1170659.3703440186,Cerrado
1662,-18.24,-51.53,1170593.6844125502,Cerrado
1663,-18.252273000000002,-50.062273,16386996.74080978,Cerrado
1664,-18.265,-49.595,3511320.83084048,Cerrado
1665,-18.446429000000002,-49.915,3507684.962819755,Cerrado
1668,-18.56,-54.87,1168473.2242390309,Cerrado
1669,-18.57,-54.86,1168406.3817077046,Cerrado
1670,-18.59,-51.74,3504817.739712982,Cerrado
1672,-18.69,-50.5,1167601.5401105469,Cerrado
1673,-18.705,-54.195,4670002.304335535,Cerrado
1674,-18.7,-50.51,1167534.242424785,Cerrado
1675,-18.72,-53.0,1167399.542057473,Cerrado
1676,-18.845,-51.1,2333108.9785390245,Cerrado
1677,-18.845,-51.06,2333108.978541215,Cerrado
1679,-19.03,-45.005,4661175.173233145,Cerrado
1681,-19.125,-50.835,3493959.6618210957,Cerrado
1691,-19.74,-50.255,2320688.9769659936,Cerrado
1702,-20.09,-52.125,2315680.0962821846,Cerrado
1704,-20.105,-56.385,3473231.3832870107,Cerrado
1707,-20.35,-52.05,1155952.032605353,Cerrado
1719,-20.47,-54.865,2310145.4450743133,Cerrado
1723,-20.605,-52.625,4616310.087297627,Cerrado
1727,-20.78,-55.135,2305556.1033080453,Cerrado
1739,-20.93,-53.32,1151655.7714792693,Cerrado
1740,-20.94,-53.31,1151580.6758001517,Cerrado
1744,-20.98,-55.42,1151279.9469391948,Cerrado
1745,-20.995,-55.401667,4604592.802761027,Cerrado
1760,-21.155,-55.325,10349960.955090532,Cerrado
1762,-21.2,-56.785,2299232.0870298143,Cerrado
1765,-21.23,-56.28,1149387.8508752235,Cerrado
1769,-21.26,-55.02,28728678.04034955,Cerrado
1778,-21.365,-54.731667,5741823.946661292,Cerrado
1779,-21.41,-55.28,1148012.164610819,Cerrado
1780,-21.42,-55.27,1147935.409476245,Cerrado
1781,-21.445,-53.708332999999996,4591050.323810028,Cerrado
1783,-21.45,-53.73,1147704.93692098,Cerrado
1785,-21.456429,-56.480714,5738294.00491014,Cerrado
1786,-21.46,-53.71,1147628.043688298,Cerrado
1789,-21.47,-55.415,2295102.231887369,Cerrado
1790,-21.485,-55.385,4589742.621137129,Cerrado
1791,-21.5,-53.72,1147320.1255999214,Cerrado
1792,-21.51,-53.73,1147243.059795535,Cerrado
1793,-21.52,-53.71,1147165.959474835,Cerrado
1794,-21.52,-52.515,2294331.91894967,Cerrado
1795,-21.535,-54.588333,4588278.129281209,Cerrado
1798,-21.6,-54.69,1146547.914823623,Cerrado
1799,-21.592143,-55.202856999999995,10319550.106044592,Cerrado
1800,-21.61,-54.71,1146470.5040050677,Cerrado
1801,-21.62,-54.7,1146393.0586975815,Cerrado
1802,-21.64,-54.715,2292476.1292228717,Cerrado
1806,-21.696429000000002,-56.135,3437394.485486738,Cerrado
1807,-21.715,-53.995,3437005.7072749087,Cerrado
1808,-21.73,-54.975,9164310.972035402,Cerrado
1809,-21.73,-55.97,1145538.884428054,Cerrado
1810,-21.73,-54.97,1145538.8844302443,Cerrado
1811,-21.726429,-54.955,3436694.477876788,Cerrado
1812,-21.74,-54.89,1145461.0253771641,Cerrado
1813,-21.75,-54.955,2290766.2637163075,Cerrado
1814,-21.755,-54.86833299999999,5726681.875340329,Cerrado
1816,-21.7875,-55.41,5725590.159877251,Cerrado
1817,-21.795,-55.5,4580128.720980118,Cerrado
1818,-21.8,-54.855,2289986.2946643988,Cerrado
1819,-21.81,-55.475,2289830.094109695,Cerrado
1824,-21.906667000000002,-55.443332999999996,10297267.65413908,Cerrado
1825,-21.93,-56.54,1143975.15694374,Cerrado
1829,-22.01,-53.425,2286691.61784613,Cerrado
1831,-22.04,-56.575,2286218.471038416,Cerrado
1838,-22.25,-53.49,1141444.5535633587,Cerrado
1842,-22.33,-55.55,1140806.4013102115,Cerrado
1844,-22.34,-55.53,3422179.4330111193,Cerrado
1846,-22.35,-55.625,2281293.0393592147,Cerrado
1848,-22.365,-55.65,2281053.0279952586,Cerrado
1850,-22.39,-55.66,3420979.032752166,Cerrado
1864,-22.73,-55.03,1137582.681534418,Cerrado
1865,-22.74,-55.02,1137501.3853963586,Cerrado
1878,-22.855,-48.72,2273128.025520666,Cerrado
1893,-22.93,-55.49,1135950.249428668,Cerrado
1894,-22.94,-55.5,1135868.2682347943,Cerrado
