id,latitude,longitude,area(m²),bioma
4738,-29.925,-50.215,3211148.0745937168,Pampa
4762,-30.01,-55.625,2138936.71279605,Pampa
4825,-30.566429,-52.780714,5317722.0006345585,Pampa
4828,-30.62,-56.12,1062963.708916044,Pampa
4830,-30.63,-56.11,1062856.0690781446,Pampa
4833,-30.665,-52.808333,5312449.236851412,Pampa
4886,-31.11,-53.05,1057651.3016967708,Pampa
4895,-31.18,-53.6,1056886.053864187,Pampa
4898,-31.19,-53.61,1056776.6037216,Pampa
4910,-31.285,-53.275,8445881.723254548,Pampa
4919,-31.405,-53.36,2108831.2529594623,Pampa
