id,latitude,longitude,area(m²),bioma
6264,-16.139,-56.269,5918078.339801357,Pantanal
6479,-16.685,-55.865,3541186.784664829,Pantanal
6524,-16.8,-58.355,2359381.1399137685,Pantanal
6532,-16.82,-58.25,1179569.2254912609,Pantanal
6536,-16.83,-58.325,2359017.0006394186,Pantanal
6537,-16.83,-58.26,1179508.5003175188,Pantanal
6541,-16.851,-58.285,8255769.334050537,Pantanal
6548,-16.86,-58.3,1179326.113101573,Pantanal
6579,-16.965,-56.57833299999999,5893456.874626525,Pantanal
6669,-17.26,-56.73,1176863.955864581,Pantanal
6782,-17.625,-55.718332999999994,4698335.758236478,Pantanal
6822,-17.73,-55.575,2347797.826287548,Pantanal
6848,-17.855667,-56.046333,19942813.96088657,Pantanal
6856,-17.9,-56.03,1172807.3193694823,Pantanal
6857,-17.91,-56.02,1172742.7917497777,Pantanal
6879,-18.028333,-57.540556,14063847.992095372,Pantanal
6909,-18.17,-55.335,2342105.498581865,Pantanal
6961,-18.54,-57.64,1168606.8042325126,Pantanal
6996,-18.875,-55.4,2332701.7286379063,Pantanal
7010,-18.98,-55.33,1165635.7030073148,Pantanal
7013,-19.006429,-55.395,3496360.3680637083,Pantanal
7028,-19.335,-56.085,3489602.4517731117,Pantanal
7078,-20.080556,-56.689443999999995,6947545.247115217,Pantanal
7084,-20.26,-56.42,1156608.234182427,Pantanal
7194,-20.95,-57.571999999999996,11515130.516087368,Pantanal
7196,-20.98,-57.365,2302559.8938783896,Pantanal
