id,latitude,longitude,area(m²),bioma
524,-7.055,-41.531667,4887311.9413071135,Caatinga
528,-7.07,-41.51,1221795.829605206,Caatinga
655,-8.445,-44.185,4871650.01911373,Caatinga
658,-8.45,-42.38,1217897.138471308,Caatinga
663,-8.46,-42.39,1217866.3696573179,Caatinga
707,-9.03,-42.63,1216052.747906214,Caatinga
710,-9.04,-42.645,2432039.762576284,Caatinga
729,-9.215,-40.255,3646333.3395648124,Caatinga
731,-9.23,-40.25,1215388.5484754485,Caatinga
732,-9.24,-40.22,6076774.759176432,Caatinga
733,-9.25,-40.24,1215321.333520843,Caatinga
754,-9.41,-40.325,2429556.8231139816,Caatinga
769,-9.525,-40.405,3643164.729997476,Caatinga
771,-9.55,-40.43,7285844.001677271,Caatinga
773,-9.56,-40.405,2428522.049385985,Caatinga
775,-9.59,-40.34,1214156.5723665638,Caatinga
776,-9.6,-40.35,1214121.682717341,Caatinga
777,-9.6,-40.33,1214121.682717341,Caatinga
783,-9.61,-40.32,1214086.7569647604,Caatinga
785,-9.625,-40.36,2428068.5922627305,Caatinga
790,-9.63,-40.315,2428033.594307816,Caatinga
794,-9.64,-40.6,1213981.763098922,Caatinga
805,-9.69,-37.79,3641418.1540092733,Caatinga
846,-10.465,-44.57,7265803.118899554,Caatinga
848,-10.458077000000001,-42.435769,20586917.009080727,Caatinga
857,-10.49,-42.48,1210872.0097402134,Caatinga
858,-10.49,-42.41,1210872.0097391182,Caatinga
861,-10.499614999999999,-42.452692,7265003.209132968,Caatinga
1008,-11.04,-44.7,1208721.0794567016,Caatinga
1104,-11.62,-42.14,1206334.9334945623,Caatinga
1105,-11.62,-42.12,1206334.9334945623,Caatinga
1106,-11.63,-42.13,1206292.732832751,Caatinga
1108,-11.622143,-42.056429,12063433.26929686,Caatinga
1168,-12.03,-43.375,2409150.5250590984,Caatinga
1353,-13.195,-42.985,3597714.945387606,Caatinga
1400,-13.42,-44.03,1198161.125227296,Caatinga
1455,-13.7,-43.78,1196785.4379990546,Caatinga
1546,-14.246429000000001,-44.305,3582056.8015289307,Caatinga
1641,-15.39,-42.9,1187888.9043346676,Caatinga
