datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
2017/07/28 17:25:00,0.0,0.0,1.0,-19.39473,-56.67334
2017/07/04 05:45:00,0.0,0.0,1.0,-19.48341,-57.989090000000004
2017/07/27 21:08:42,0.0,0.0,1.0,-17.33,-56.11
2017/07/11 05:13:00,0.0,0.0,1.0,-19.42768,-57.94736999999999
2017/07/30 16:48:00,0.0,0.0,1.0,-17.30525,-56.09369
2017/07/28 17:25:00,0.0,0.0,1.0,-18.959310000000002,-57.14589
2017/07/06 23:38:59,0.0,0.0,1.0,-19.85,-57.44
2017/07/16 17:50:00,0.0,0.0,0.72,-17.3537,-56.03914
2017/07/07 13:03:19,0.0,0.0,0.84,-19.87,-57.53
2017/07/28 17:25:00,0.0,0.0,1.0,-19.76426,-57.49395
2017/07/31 18:08:00,0.0,0.0,1.0,-19.80933,-57.28578
2017/07/29 17:06:00,0.0,0.0,1.0,-17.346529999999998,-56.01189
2017/07/28 17:25:00,0.0,0.0,1.0,-17.30578,-56.07245
2017/07/22 17:38:00,0.0,0.0,1.0,-17.42428,-56.15375
2017/07/28 22:03:34,0.0,0.0,1.0,-20.96,-57.37
2017/07/25 18:53:42,0.0,0.0,1.0,-17.35,-56.11
2017/07/25 16:41:00,0.0,0.0,1.0,-17.36355,-56.1059
2017/07/24 16:59:00,0.0,0.0,1.0,-19.84314,-55.964319999999994
2017/07/15 18:08:00,0.0,0.0,1.0,-19.43029,-57.935919999999996
2017/07/27 17:43:00,0.0,0.0,0.97,-19.71774,-55.995909999999995
2017/07/25 16:08:41,0.0,0.0,1.0,-17.35,-56.08
2017/07/11 17:44:00,0.0,0.0,1.0,-18.06821,-56.3157
2017/07/07 04:48:00,0.0,0.0,1.0,-19.83687,-57.394040000000004
2017/07/28 17:25:00,0.0,0.0,1.0,-17.32655,-56.137890000000006
2017/07/25 16:41:00,0.0,0.0,1.0,-17.343320000000002,-56.075669999999995
2017/07/30 16:48:00,0.0,0.0,1.0,-17.30461,-56.08791
2017/07/27 17:44:00,0.0,0.0,1.0,-19.3453,-57.57496
2017/07/07 17:18:00,0.0,0.0,1.0,-19.84977,-57.944990000000004
2017/07/11 21:54:58,0.0,0.0,1.0,-19.4836,-57.9631
2017/07/27 21:38:58,0.0,0.0,1.0,-19.77,-57.49
2017/07/25 19:24:09,0.0,0.0,1.0,-17.3426,-56.0719
2017/07/04 18:15:00,0.0,0.0,1.0,-19.61638,-57.75232
2017/07/25 16:41:00,0.0,0.0,1.0,-19.33969,-57.90491
2017/07/13 23:19:15,0.0,0.0,1.0,-16.3103,-58.6142
2017/07/14 16:47:00,0.0,0.0,1.0,-17.406760000000002,-56.31261
2017/07/25 19:23:41,0.0,0.0,1.0,-19.3246,-57.9028
2017/07/28 04:54:00,0.0,0.0,1.0,-17.300320000000003,-56.0195
2017/07/22 17:38:00,0.0,0.0,1.0,-17.785870000000003,-56.44715
2017/07/10 05:32:00,0.0,0.0,1.0,-18.23077,-56.20661
2017/07/15 22:54:43,0.0,0.0,0.95,-20.3028,-56.0595
2017/07/23 17:19:00,0.0,0.0,1.0,-17.363870000000002,-56.065459999999995
2017/07/28 17:24:00,0.0,0.0,1.0,-20.51541,-57.63715
2017/07/06 17:37:00,0.0,0.0,1.0,-20.1073,-56.38385
2017/07/28 17:25:00,0.0,0.0,1.0,-17.38629,-56.363769999999995
2017/07/07 17:18:00,0.0,0.0,1.0,-19.46228,-57.975480000000005
2017/07/29 17:06:00,0.0,0.0,1.0,-20.53743,-57.595290000000006
2017/07/20 18:14:00,0.0,0.0,0.93,-19.7163,-55.960640000000005
2017/07/24 17:00:00,0.0,0.0,1.0,-17.32369,-56.065830000000005
2017/07/20 16:35:00,0.0,0.0,1.0,-16.273670000000003,-58.60415
2017/07/22 17:37:00,0.0,0.0,1.0,-21.64806,-57.8433
2017/07/29 17:06:00,0.0,0.0,1.0,-19.35741,-57.56044
2017/07/05 01:16:02,0.0,0.0,1.0,-19.4717998504639,-57.9766998291016
2017/07/07 13:03:19,0.0,0.0,1.0,-19.87,-57.55
2017/07/07 20:23:59,0.0,0.0,1.0,-19.85,-57.49
2017/07/07 17:18:00,0.0,0.0,1.0,-19.86319,-57.399440000000006
2017/07/07 00:08:59,0.0,0.0,1.0,-19.85,-57.44
2017/07/22 17:38:00,0.0,0.0,1.0,-17.389329999999998,-56.02998
2017/07/25 16:23:41,0.0,0.0,1.0,-17.35,-56.11
2017/07/28 04:54:00,0.0,0.0,1.0,-17.34173,-56.12568
2017/07/10 05:32:00,0.0,0.0,1.0,-19.43046,-57.958040000000004
2017/07/06 17:37:00,0.0,0.0,1.0,-19.39849,-57.706469999999996
2017/07/07 17:18:00,0.0,0.0,1.0,-19.86835,-57.410940000000004
2017/07/08 16:59:00,0.0,0.1,1.0,-19.92053,-57.5229
2017/07/24 17:00:00,0.0,0.0,1.0,-17.39101,-56.01818000000001
2017/07/28 17:25:00,0.0,0.0,1.0,-17.31094,-56.083090000000006
2017/07/23 17:19:00,0.0,0.0,1.0,-17.40222,-56.02575
2017/07/25 16:41:00,0.0,0.0,1.0,-19.30056,-57.89301
2017/07/29 20:23:48,0.0,0.0,1.0,-18.33,-55.62
2017/07/15 18:09:00,0.0,0.0,1.0,-16.5482,-55.69885
2017/07/07 13:33:20,0.0,0.0,1.0,-19.87,-57.55
2017/07/13 21:38:33,0.0,0.0,1.0,-16.27,-58.59
2017/07/13 17:06:00,0.0,0.0,1.0,-18.088929999999998,-56.29707
2017/07/24 17:00:00,0.0,0.0,1.0,-18.02603,-56.523669999999996
