id,latitude,longitude,area(m²),bioma
4675,-28.56,-55.51,1084442.657369501,Pampa
4680,-28.57,-55.52,1084341.7498028679,Pampa
4681,-28.57,-55.51,1084341.7498028679,Pampa
4682,-28.57,-55.5,1084341.7498050586,Pampa
4683,-28.58,-55.51,1084240.809279586,Pampa
4687,-28.62,-54.84,1083836.7177557787,Pampa
4689,-28.631,-54.82899999999999,5418576.891525868,Pampa
4709,-28.78,-55.785,2164430.1669149664,Pampa
4922,-29.759615000000004,-51.674231,7504589.635047887,Pampa
4925,-29.78,-51.69,1071889.497196847,Pampa
4931,-29.838333000000002,-57.181667000000004,11784065.185517605,Pampa
4934,-29.866428999999997,-57.195,3212937.614380189,Pampa
4945,-30.105,-53.54,4273959.094206188,Pampa
4946,-30.11,-53.53,1068410.3102177423,Pampa
4947,-30.116428999999997,-53.525,3205018.9633342507,Pampa
4959,-30.41,-51.745,2130433.311229003,Pampa
4961,-30.465,-52.76,2129255.953619532,Pampa
4962,-30.48,-52.75,1064467.262834835,Pampa
4963,-30.49,-52.74,1064360.0769224796,Pampa
4982,-31.12,-53.02,1057542.0773636377,Pampa
4983,-31.125,-53.035,3172407.7188935764,Pampa
