id,latitude,longitude,area(m²),bioma
10258,-27.765,-54.238333,4369534.8711124,Pampa
10289,-27.803333000000002,-53.566667,13104081.809260372,Pampa
10297,-27.8,-54.255,2184030.0618353942,Pampa
10298,-27.8,-54.23,1092015.0309176971,Pampa
10328,-27.83,-53.575,2183439.486734198,Pampa
10508,-28.02,-52.505,2179685.332774947,Pampa
10519,-28.026111,-52.479443999999994,4359073.291875164,Pampa
10641,-28.193571000000002,-55.503570999999994,19585856.978551086,Pampa
10655,-28.191667,-55.545,5440665.469351148,Pampa
10732,-28.285,-55.535,15221665.36253286,Pampa
10748,-28.29,-55.53,1087154.6977289193,Pampa
10757,-28.3,-55.53,1087054.6807453595,Pampa
10814,-28.375,-54.888332999999996,4345314.268983551,Pampa
10817,-28.38,-54.91,1086253.356457267,Pampa
10821,-28.39,-54.89,1086153.042406042,Pampa
10822,-28.39,-54.88,1086153.0424038514,Pampa
10829,-28.395,-54.87,4344411.475525179,Pampa
10953,-28.51,-55.795,2169893.4018153823,Pampa
10954,-28.51,-54.71,1084946.700909882,Pampa
10966,-28.52,-55.485,2169691.9162354656,Pampa
10967,-28.525,-54.695,3254437.0986044,Pampa
11006,-28.5625,-55.6025,7590694.839521856,Pampa
11008,-28.565,-55.575,3253126.156977428,Pampa
11035,-28.59,-55.625,2168279.6716255955,Pampa
11036,-28.59,-55.59,1084139.8358127978,Pampa
11049,-28.6,-55.61,1084038.8293981226,Pampa
11064,-28.61,-55.62,1083937.790046513,Pampa
11147,-28.68,-55.98,1083229.5924233724,Pampa
11201,-28.74,-55.38,1082621.28193306,Pampa
11202,-28.74,-55.25,3247863.8458013707,Pampa
11203,-28.74,-55.22,1082621.2819308694,Pampa
11211,-28.755,-55.365,3247457.811833032,Pampa
11212,-28.75,-55.23,1082519.7816680898,Pampa
11219,-28.765,-55.250714,4329571.4279164765,Pampa
11220,-28.76,-55.1,1082418.248494662,Pampa
11226,-28.77,-55.09,1082316.6824281106,Pampa
11229,-28.785,-54.085,3246543.618508698,Pampa
11237,-28.8,-53.775,2164023.5736737144,Pampa
11254,-28.81,-55.755,2163820.1783780986,Pampa
11262,-28.814090999999998,-53.776818000000006,20556697.95901148,Pampa
11280,-28.845,-55.65,4326317.36654848,Pampa
11294,-28.846428999999997,-56.142143000000004,9733934.044485038,Pampa
11295,-28.855,-55.06,2162904.077445364,Pampa
11311,-28.865,-55.66,4325400.6409005,Pampa
11312,-28.86,-55.295,2162802.2153867017,Pampa
11322,-28.87,-53.985,2162598.425509416,Pampa
11326,-28.88,-55.22,1081197.284951419,Pampa
11334,-28.885,-54.93,4324585.152718606,Pampa
11351,-28.89,-55.21,1081095.3242747209,Pampa
11369,-28.9,-54.955,2161986.6614623717,Pampa
11382,-28.91,-54.92,1080891.304320814,Pampa
11393,-28.92,-55.745,2161578.490104733,Pampa
11394,-28.927143,-55.62,12968347.762926567,Pampa
11414,-28.93,-55.72,1080687.152923654,Pampa
11420,-28.94,-55.73,1080585.0279368665,Pampa
11453,-28.97,-55.845,2160556.911730585,Pampa
11464,-28.98,-55.83,1080176.199474682,Pampa
11465,-28.998333000000002,-55.595,15120215.772784038,Pampa
11466,-28.985,-55.1725,5400676.418915469,Pampa
11467,-28.985,-54.065,3240426.309195076,Pampa
11488,-29.004231,-55.637308,9719334.808244606,Pampa
11497,-29.01,-55.66,1079869.233261737,Pampa
11513,-29.035,-54.225,3238890.821396005,Pampa
11540,-29.06,-56.08,25904668.92055565,Pampa
11541,-29.045,-54.25,2159021.456807114,Pampa
11572,-29.07,-56.37,1079254.4143315556,Pampa
11573,-29.07,-56.09,1079254.4143337458,Pampa
11574,-29.075,-54.385,3237660.6582839806,Pampa
11587,-29.070714000000002,-56.362143,15109048.581700824,Pampa
11588,-29.08,-55.645,2158303.6592417387,Pampa
11595,-29.09,-55.66,1079049.2120937284,Pampa
11613,-29.12,-55.995,2157482.3252709648,Pampa
11614,-29.12,-55.615,2157482.3252709648,Pampa
11626,-29.139286,-53.595,10785458.907606922,Pampa
11635,-29.135,-53.425,3235812.460007965,Pampa
11646,-29.14,-53.675,2157071.2645669803,Pampa
11659,-29.15,-55.905,2156865.635811625,Pampa
11660,-29.166428999999997,-55.009285999999996,12938930.717788395,Pampa
11665,-29.165,-56.01,2156557.061476299,Pampa
11666,-29.16,-53.615,2156659.941449647,Pampa
11676,-29.175,-56.340714,4312805.450235814,Pampa
11688,-29.19,-55.8,3234063.697256823,Pampa
11689,-29.19,-54.98,1078021.2324211316,Pampa
11704,-29.2,-56.03,1077918.254068517,Pampa
11705,-29.2,-55.01,1077918.2540663262,Pampa
11706,-29.2,-54.99,1077918.2540641357,Pampa
11721,-29.206428999999996,-55.045,3233548.739922174,Pampa
11722,-29.21,-55.0,1077815.242927924,Pampa
