id,latitude,longitude,area(m²),bioma
41,-2.85,-48.97,1229425.4247286592,Amazonia
42,-2.93,-48.63,1229341.083334879,Amazonia
43,-3.06,-51.73,1229199.052459187,Amazonia
44,-3.115,-47.255,3687416.991570108,Amazonia
53,-3.69,-47.8,1228423.4932479002,Amazonia
54,-3.7,-47.79,1228410.0166880745,Amazonia
55,-3.81,-47.225,2456518.739945557,Amazonia
61,-4.6,-47.72,1227047.969314434,Amazonia
64,-4.739167,-46.263333,9814528.454606187,Amazonia
78,-4.96,-47.995,2452841.148992049,Amazonia
82,-4.975,-56.935,4905573.61978722,Amazonia
86,-5.02,-47.75,1226311.4232753934,Amazonia
87,-5.08,-47.97,1226200.9621752705,Amazonia
96,-5.79,-49.193333,8573581.933609905,Amazonia
97,-5.799444,-50.529444,8573370.701504594,Amazonia
104,-5.955,-53.485,4897765.147540157,Amazonia
113,-6.009444,-53.00833299999999,7345906.358199638,Amazonia
123,-6.105,-49.9,2448223.3637821386,Amazonia
131,-6.145,-48.485,3672078.415072799,Amazonia
149,-6.225,-48.547222,19581450.630984694,Amazonia
152,-6.305,-48.485,3670989.961553494,Amazonia
222,-6.56,-51.1,1223061.8817579476,Amazonia
491,-7.49,-49.7,1220682.3382032006,Amazonia
510,-7.64,-56.74,1220269.161162085,Amazonia
513,-7.65,-56.73,1220241.3260375077,Amazonia
534,-7.755,-54.785,3659854.7104358743,Amazonia
571,-7.92,-61.54,3658428.237404422,Amazonia
572,-7.925,-50.395,3658399.3876608238,Amazonia
589,-8.0,-71.515,2438488.5337933623,Amazonia
698,-8.48,-61.81,1217804.7234695435,Amazonia
699,-8.49,-61.795,2435547.692178376,Amazonia
743,-8.627727,-61.864091,18259814.76450329,Amazonia
746,-8.66,-64.03,1217243.3945161426,Amazonia
747,-8.66,-63.405,2434486.789030094,Amazonia
755,-8.69,-48.69,1217148.7000456671,Amazonia
759,-8.71,-63.805,2434170.7790679308,Amazonia
764,-8.726429,-50.425,3651097.548690703,Amazonia
767,-8.74,-50.44,1216990.1524770022,Amazonia
833,-9.01,-62.485,2432236.745397324,Amazonia
836,-9.04,-63.21,1216019.881288142,Amazonia
837,-9.04,-50.06,1216019.8812903324,Amazonia
838,-9.031189999999999,-50.072143,19456810.774563406,Amazonia
849,-9.09,-63.855,2431710.012008994,Amazonia
851,-9.105,-56.75,2431610.7253991063,Amazonia
874,-9.185,-63.68,2431078.4983345037,Amazonia
877,-9.2,-63.67,1215489.0999164074,Amazonia
886,-9.24,-62.5,1215354.9590618724,Amazonia
890,-9.25,-64.415,2430642.6670373045,Amazonia
891,-9.255,-62.515,3645930.3388798083,Amazonia
894,-9.275,-63.555,4860948.428284721,Amazonia
902,-9.29,-63.43,1215186.4700405702,Amazonia
923,-9.4,-50.615,2429625.2301978813,Amazonia
930,-9.41,-50.595,2429556.8231139816,Amazonia
944,-9.45,-50.49,1214641.2362154212,Amazonia
945,-9.45,-50.47,1214641.2362132308,Amazonia
951,-9.46,-50.48,1214606.8520876816,Amazonia
980,-9.531667,-62.715,6071860.361100802,Amazonia
987,-9.545,-63.215,3642956.7280117967,Amazonia
989,-9.55,-63.675,2428591.5398444277,Amazonia
1008,-9.596428999999999,-58.985,3642399.937800151,Amazonia
1016,-9.615,-63.055,3642225.3090394395,Amazonia
1022,-9.625,-62.915,3642120.3873726483,Amazonia
1036,-9.65,-55.26,1213946.6929416736,Amazonia
1037,-9.651667,-50.897667,12139431.750955988,Amazonia
1042,-9.665,-65.745,3641664.4753547055,Amazonia
1043,-9.6575,-62.92,7283469.447919123,Amazonia
1048,-9.675,-63.125,4855435.420436732,Amazonia
1049,-9.666,-55.253,6069417.3640173925,Amazonia
1056,-9.71,-62.795,2427471.0279182163,Amazonia
1060,-9.745,-53.675,3640852.880466972,Amazonia
1062,-9.75625,-53.70875,4854269.62274381,Amazonia
1063,-9.76,-53.28,3640675.6166595095,Amazonia
1069,-9.78,-53.295,2426974.992447103,Amazonia
1070,-9.78,-53.26,1213487.4962235515,Amazonia
1072,-9.795,-65.605,4853736.459929423,Amazonia
1073,-9.79,-53.27,1213451.920758397,Amazonia
1074,-9.79,-53.26,1213451.9207594926,Amazonia
1075,-9.79,-53.25,1213451.9207594926,Amazonia
1076,-9.8,-53.26,1213416.3092063144,Amazonia
1080,-9.81,-53.25,1213380.6615694938,Amazonia
1083,-9.82,-53.24,1213344.97784684,Amazonia
1089,-9.84,-53.295,2426547.0042924457,Amazonia
1090,-9.857727,-53.255,23051013.78193321,Amazonia
1091,-9.85,-63.08,1213237.7101715459,Amazonia
1092,-9.855,-56.628333,6066081.066688245,Amazonia
1093,-9.864091,-53.703182,10918745.174673373,Amazonia
1094,-9.85,-53.26,1213237.7101715459,Amazonia
1097,-9.865,-63.065,4852735.800179931,Amazonia
1100,-9.87,-53.25,1213166.0179745492,Amazonia
1102,-9.885,-63.04,2426224.299213832,Amazonia
1103,-9.88,-57.72,1213130.1177555157,Amazonia
1105,-9.89,-57.705,2426188.362916632,Amazonia
1106,-9.905,-63.06,2426080.4097003187,Amazonia
1107,-9.91,-62.59,1213022.2006228454,Amazonia
1108,-9.918889,-53.365556000000005,18194791.94449532,Amazonia
1109,-9.93,-62.605,2425900.1509603723,Amazonia
1110,-9.935,-59.9225,6064714.26071728,Amazonia
1111,-9.923333,-53.305,14555797.431703325,Amazonia
1112,-9.945,-50.99,2425791.7648312547,Amazonia
1113,-9.95,-53.36,1212877.8060358143,Amazonia
1122,-10.01,-55.355,4850640.491742343,Amazonia
1124,-10.02,-53.94,3637871.1800876693,Amazonia
