id,latitude,longitude,area(m²),bioma
4441,-17.51,-57.155,2350592.9643352274,Pantanal
4442,-17.51,-57.1525,17629320.462048993,Pantanal
4446,-17.725,-55.475,4695723.442761095,Pantanal
4452,-17.785,-55.345,4694187.429633694,Pantanal
4455,-17.865,-55.43,4692131.53997062,Pantanal
4456,-17.88,-55.4,1172936.269214426,Pantanal
4457,-17.89,-55.39,1172871.8118551427,Pantanal
4458,-17.9,-55.38,1172807.3193661966,Pantanal
4461,-18.047307999999997,-56.297307999999994,9374880.728940893,Pantanal
4470,-18.345,-55.615,4679607.441872635,Pantanal
4480,-18.46,-55.4,1169139.7230318815,Pantanal
4483,-18.476817999999998,-55.375909,14028346.376295876,Pantanal
4485,-18.49,-56.07,1168940.1412291136,Pantanal
4488,-18.505,-56.36,7013041.366249982,Pantanal
4489,-18.52,-56.34,1168740.2441213531,Pantanal
4502,-18.705,-57.505,4670002.304339916,Pantanal
4503,-18.696429000000002,-56.985,3502670.0249623074,Pantanal
4505,-18.735,-57.04,4669193.6821528915,Pantanal
4514,-18.94,-57.286667,23317830.296819147,Pantanal
4517,-18.988332999999997,-55.251667000000005,9324675.716887638,Pantanal
4518,-18.995,-57.315,4662132.869903958,Pantanal
4519,-19.007174,-57.273261,25640294.16956109,Pantanal
4522,-19.09,-57.41,3494647.045348784,Pantanal
4523,-19.126667,-57.193332999999996,12810887.14829313,Pantanal
4524,-19.13,-57.19,1164607.353118406,Pantanal
4527,-19.18,-57.19,1164262.823042662,Pantanal
4528,-19.199138,-57.189138,38416666.58897299,Pantanal
4529,-19.252143,-55.463570999999995,9310162.82410102,Pantanal
4530,-19.285,-55.295,3490644.0720045683,Pantanal
4531,-19.290454999999998,-55.94045500000001,6980941.274642174,Pantanal
4532,-19.286429000000002,-55.275,3490574.7120912573,Pantanal
4535,-19.315,-57.21,6979969.363312929,Pantanal
4537,-19.36,-57.47,1163015.2874710069,Pantanal
4538,-19.37,-57.46,1162945.6483801578,Pantanal
4550,-19.660556,-57.691667,6965536.281550572,Pantanal
4552,-19.685,-57.64,2321468.324074783,Pantanal
4558,-19.86,-57.8,1159490.625667495,Pantanal
4560,-19.878332999999998,-57.825,9274925.420430673,Pantanal
4650,-21.91,-57.895,2288264.2993738325,Pantanal
