,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,4.36,-60.785,Amazonia,2454880.047679934,,,
1,4.35,-60.675,Amazonia,2454911.8086697846,,,
2,4.25,-60.95,Amazonia,1227612.7065702358,,,
3,4.250333,-60.935667,Amazonia,19641725.14067022,,,
4,4.2125,-60.8525,Amazonia,19642590.45160486,,,
5,4.189615,-60.599615,Amazonia,11049360.366374874,,,
6,4.21,-60.59,Amazonia,1227674.407846763,,,
7,4.2,-60.59,Amazonia,1227689.7421243838,,,
8,4.2,-60.58,Amazonia,1227689.7421243838,,,
9,4.19,-60.105,Amazonia,2455410.079966419,,,
10,4.18,-60.68,Amazonia,1227720.3014265257,,,
11,4.17,-60.09,Amazonia,1227735.526451047,,,
12,4.17,-60.05,Amazonia,1227735.526451047,,,
13,4.16,-60.695,Amazonia,2455501.430113546,,,
14,4.16,-60.68,Amazonia,1227750.715055678,,,
15,4.159545,-60.06409100000001,Amazonia,9822051.14059728,,,
16,4.141667,-61.105,Amazonia,4911108.779859336,,,
17,4.115,-61.1,Amazonia,2455637.21708316,,,
18,4.143125,-60.705312,Amazonia,34377713.23459876,,,
19,4.101875,-60.98625,Amazonia,20873267.978401054,,,
20,4.093571,-60.87785699999999,Amazonia,8594932.264934905,,,
21,4.08,-59.99,Amazonia,1227870.9127974857,,,
22,4.082647,-61.073235,Amazonia,15962247.052356375,,,
23,4.065,-60.0,Amazonia,2455786.371646459,,,
24,4.048333,-61.105,Amazonia,6139562.105612856,,,
25,4.05,-61.075,Amazonia,2455830.7720074337,,,
26,4.05,-59.99,Amazonia,1227915.3860037168,,,
27,4.02,-61.36,Amazonia,1227959.53140903,,,
28,4.01,-61.37,Amazonia,1227974.1736944965,,,
29,3.9925,-60.95625,Amazonia,18420020.695416294,,,
30,3.975,-61.35,Amazonia,2456050.26061206,,,
31,3.98,-51.65,Amazonia,1228017.8820129344,,,
32,3.9735709999999997,-51.635,Amazonia,3684082.639215565,,,
33,3.91,-60.59,Amazonia,1228118.593197806,,,
34,3.9,-60.42,Amazonia,1228132.834803144,,,
35,3.8856669999999998,-60.563667,Amazonia,22106646.13682559,,,
36,3.8683330000000002,-60.4325,Amazonia,9825444.979680624,,,
37,3.86,-59.87,Amazonia,6140947.111880745,,,
38,3.8,-51.565,Amazonia,2456546.494576613,,,
39,3.79,-61.02,Amazonia,1228287.0881729908,,,
40,3.78,-51.55,Amazonia,3684902.6414430835,,,
41,3.78,-61.005,Amazonia,4913203.534068822,,,
42,3.66,-51.39,Amazonia,1228463.7043149378,,,
43,3.65,-60.98,Amazonia,1228477.035132772,,,
44,3.64,-61.145,Amazonia,2456980.659037336,,,
45,3.64,-60.99,Amazonia,1228490.329517573,,,
46,3.64,-60.86,Amazonia,1228490.3295197634,,,
47,3.64,-60.015,Amazonia,2456980.659035146,,,
48,3.625,-60.865,Amazonia,3685537.205422488,,,
49,3.655,-51.292367999999996,Amazonia,23340929.521346226,,,
50,3.63,-51.29,Amazonia,1228503.5874660541,,,
51,3.62,-61.115,Amazonia,2457033.617954242,,,
52,3.631111,-60.96166700000001,Amazonia,20884560.586103693,,,
53,3.62,-51.29,Amazonia,1228516.808977121,,,
54,3.55,-51.405,Amazonia,2457216.6786380545,,,
55,3.53,-51.46,Amazonia,1228634.1629007314,,,
56,3.382368,-51.257104999999996,Amazonia,17203413.00505586,,,
57,3.31,-61.04,Amazonia,1228908.6018691368,,,
58,3.3,-61.05,Amazonia,1228920.657264647,,,
59,3.285,-60.47,Amazonia,2457877.334943166,,,
60,3.2726919999999997,-60.439615,Amazonia,14747502.602838865,,,
61,3.21,-60.47,Amazonia,1229027.5157550478,,,
62,3.21,-51.31,Amazonia,1229027.515756143,,,
63,3.21,-51.29,Amazonia,1229027.515756143,,,
64,3.188333,-60.455,Amazonia,6145242.614883417,,,
65,3.168333,-60.49333299999999,Amazonia,14748830.529781768,,,
66,3.175,-60.86,Amazonia,2458136.5399693684,,,
67,3.18,-60.825,Amazonia,2458124.9583851085,,,
68,3.18,-60.47,Amazonia,1229062.4791925545,,,
69,3.17,-60.84,Amazonia,1229074.0607746234,,,
70,3.165,-60.135,Amazonia,3687233.7274531913,,,
71,3.15,-60.14,Amazonia,1229097.114589279,,,
72,3.153571,-60.115,Amazonia,3687279.835087977,,,
73,3.13,-60.48,Amazonia,1229120.0226049891,,,
74,3.13,-60.44,Amazonia,1229120.0226038937,,,
75,3.115,-60.463333,Amazonia,14749747.06904889,,,
76,3.105,-60.47,Amazonia,2458296.8960672896,,,
77,3.055,-61.255,Amazonia,3687608.3015441736,,,
78,3.025,-60.15,Amazonia,2458475.7860537404,,,
79,2.997,-60.244,Amazonia,17209823.897526827,,,
