,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-3.02,-40.11,Caatinga,1229243.4104310542,0.0,0.0,
1,-3.6,-38.85,Caatinga,1228543.1426902965,0.0,0.0,
2,-4.03,-39.72,Caatinga,1227944.8526960071,0.0,0.0,
3,-4.406667,-40.33,Caatinga,25774544.60631065,0.0,0.0,
4,-4.41,-40.335,Caatinga,2454720.150388076,0.0,0.0,
5,-4.65,-40.2,Caatinga,1226963.6519289538,0.0,0.0,
6,-4.66,-40.185,Caatinga,2453893.358496092,0.0,0.0,
7,-4.680556,-40.201667,Caatinga,11042230.594851138,0.0,0.0,
8,-4.81,-37.43,Caatinga,1226687.7212236596,0.0,0.0,
9,-5.49,-37.755,Caatinga,2450822.18904188,0.0,0.0,
10,-5.54,-40.51,Caatinga,1225310.586622407,0.0,0.0,1.0
11,-5.55,-40.52,Caatinga,1225290.3759545484,0.0,0.0,1.0
12,-5.55,-40.5,Caatinga,1225290.3759545484,0.0,0.0,1.0
13,-5.56,-37.885,Caatinga,2450540.2578475075,0.0,0.0,1.0
14,-6.29,-39.15,Caatinga,1223693.9145746895,0.0,0.5,1.0
15,-6.3,-39.16,Caatinga,1223670.9781115537,0.0,0.5,1.0
16,-6.51,-42.525,Caatinga,2446361.8445336632,0.0,0.0,1.0
17,-6.53,-42.56,Caatinga,3669400.2449966883,0.0,0.0,1.0
18,-6.53,-42.525,Caatinga,2446266.8299970604,0.0,0.0,1.0
19,-6.54,-42.715,Caatinga,2446219.213794383,0.0,0.0,1.0
20,-6.54,-42.54,Caatinga,1223109.6068960964,0.0,0.0,1.0
21,-6.73,-40.88,Caatinga,1222650.354390439,0.0,0.0,1.0
22,-6.745,-40.87,Caatinga,2445227.069797703,0.0,0.0,1.0
23,-6.76,-40.85,Caatinga,1222576.6428073477,0.0,0.0,1.0
24,-6.77,-40.86,Caatinga,1222551.999678273,0.0,0.0,1.0
25,-6.79,-41.065,Caatinga,2445005.20906569,0.0,0.8,1.0
