,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-16.286111,-58.59944399999999,Pantanal,4731007.321251932,0.0,0.0,1.0
1,-16.315,-55.61,Pantanal,2365179.845885801,0.0,0.0,1.0
2,-16.645,-56.87,Pantanal,2361252.395797357,0.0,0.0,1.0
3,-17.06,-55.005,Pantanal,2356204.170354038,0.0,0.0,1.0
4,-17.385,-55.295,Pantanal,3528280.244573665,0.0,0.0,1.0
5,-17.4,-55.12,Pantanal,5879944.37150807,0.0,0.0,0.86
6,-17.405,-55.725,Pantanal,3527903.8746333565,0.0,0.0,1.0
7,-17.396429,-55.325,Pantanal,3528029.3782204418,0.0,0.0,1.0
8,-17.42,-55.095,Pantanal,2351726.614705101,0.0,0.0,1.0
9,-17.465,-55.331667,Pantanal,5877932.7237533815,0.0,0.0,1.0
10,-17.506429,-55.315,Pantanal,24681604.43133311,0.0,0.0,1.0
11,-17.795,-57.005,Pantanal,4693930.9353932,0.0,0.0,1.0
12,-17.88,-55.53,Pantanal,1172936.269214426,0.0,0.0,0.64
13,-17.89,-55.52,Pantanal,1172871.8118551427,0.0,0.0,0.64
14,-17.9,-55.51,Pantanal,1172807.3193661966,0.0,0.0,0.64
15,-17.91,-55.805,Pantanal,2345485.583503936,0.0,0.0,1.0
16,-17.931667,-55.825,Pantanal,5863132.718478927,0.0,0.0,1.0
17,-18.055,-55.685,Pantanal,3515377.0443809615,0.0,0.0,1.0
18,-18.065,-56.385,Pantanal,3515181.8111757436,0.0,1.4,0.83
19,-18.185,-55.57,Pantanal,2341909.037136329,0.0,0.0,1.0
20,-18.5,-55.26,Pantanal,1168873.543893505,0.0,0.0,1.0
21,-18.65,-56.75,Pantanal,1167870.3808121409,0.0,0.0,1.0
22,-18.66,-56.74,Pantanal,1167803.2231466845,0.0,0.0,1.0
23,-18.785,-55.325,Pantanal,3500916.190576056,0.0,0.0,1.0
24,-18.95,-55.695,Pantanal,2331680.858771476,0.0,0.0,1.0
25,-19.105,-56.980714,Pantanal,4659185.87669656,0.0,0.0,1.0
26,-19.11,-55.91,Pantanal,1164744.9206484822,0.0,0.0,1.0
27,-19.12,-55.9,Pantanal,1164676.1543513446,0.0,0.0,1.0
28,-19.160999999999998,-56.727,Pantanal,8150874.015136311,0.0,21.0,0.0
29,-19.180714000000002,-56.705,Pantanal,5821245.069518484,0.0,21.0,0.01
30,-19.21,-56.73,Pantanal,1164055.6859264222,0.0,0.0,0.32
31,-19.225,-56.731667,Pantanal,4655738.830165498,0.0,0.0,0.32
32,-19.27,-55.67,Pantanal,1163640.468981534,0.0,0.0,1.0
33,-19.28,-55.685,Pantanal,2327142.287948904,0.0,0.0,1.0
34,-19.431667,-56.425,Pantanal,5812705.2194636585,0.0,0.0,1.0
35,-19.48,-56.975,Pantanal,2324354.6319652842,0.0,0.0,1.0
36,-19.53,-56.98,Pantanal,3485480.036964972,0.0,0.0,1.0
37,-19.555,-55.835,Pantanal,3484988.23869925,0.0,0.0,0.66
38,-19.72,-56.37,Pantanal,3481458.9343531337,0.0,0.0,0.47
39,-19.735,-56.345,Pantanal,3481175.323248058,0.0,0.0,1.0
40,-19.785,-57.495,Pantanal,3480110.170881473,0.0,0.0,1.0
41,-19.839615,-56.245768999999996,Pantanal,28989333.44320545,0.0,0.0,1.0
42,-20.286429000000002,-57.085,Pantanal,3469242.280507084,0.0,0.0,1.0
43,-21.45,-57.835,Pantanal,2295409.87384196,0.0,0.0,0.58
44,-21.46,-57.85,Pantanal,1147628.043688298,0.0,0.0,0.58
45,-21.46,-57.82,Pantanal,1147628.043688298,0.0,0.0,0.58
