,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-2.82,-43.67,Cerrado,1229456.4512091016,0.0,0.0,0.96
1,-2.845,-43.7,Cerrado,2458861.2280713096,0.0,0.0,0.96
2,-2.86,-43.71,Cerrado,1229415.009650967,0.0,0.0,0.96
3,-2.885,-42.845,Cerrado,7376353.714043298,0.0,0.0,
4,-2.91,-42.83,Cerrado,1229362.387420898,0.0,0.0,
5,-3.005,-43.2,Cerrado,2458519.7794926483,0.0,0.0,1.0
6,-3.05,-43.105,Cerrado,2458420.3932603626,0.0,0.0,1.0
7,-3.14,-42.865,Cerrado,2458217.17364154,0.0,0.0,
8,-3.1673080000000002,-42.884231,Cerrado,12290786.56957441,0.0,0.0,
9,-3.16,-42.95,Cerrado,1229085.605906135,0.0,0.0,
10,-3.16,-42.79,Cerrado,1229085.605906135,0.0,0.0,
11,-3.175,-42.78,Cerrado,2458136.539967178,0.0,0.0,
12,-3.18,-43.89,Cerrado,1229062.479191459,0.0,0.0,0.97
13,-3.19,-43.875,Cerrado,2458101.722324236,0.0,0.0,0.97
14,-3.19,-43.37,Cerrado,1229050.861161023,0.0,0.0,1.0
15,-3.19,-42.49,Cerrado,1229050.861162118,0.0,0.0,
16,-3.2,-42.5,Cerrado,1229039.2066844094,0.0,0.0,
17,-3.205,-43.38,Cerrado,2458066.7224394567,0.0,0.0,1.0
18,-3.21,-42.49,Cerrado,1229027.5157550478,0.0,0.0,
19,-3.22,-42.035,Cerrado,2458031.576761209,0.0,0.0,
20,-3.255,-43.24,Cerrado,2457948.901962945,0.0,0.0,1.0
21,-3.295,-43.335,Cerrado,3686786.0097024655,0.0,0.0,1.0
22,-3.305,-42.96,Cerrado,2457829.259134879,0.0,0.0,
23,-3.325,-43.37,Cerrado,4915573.9118131725,0.0,0.0,1.0
24,-3.330714,-43.255,Cerrado,6144409.707500188,0.0,0.0,1.0
25,-3.34,-42.92,Cerrado,6144361.048570598,0.0,0.0,
26,-3.35,-44.2,Cerrado,1228860.0158242327,0.0,0.0,
27,-3.38,-42.81,Cerrado,1228823.193626235,0.0,0.0,
28,-3.39,-44.48,Cerrado,1228810.8466700728,0.0,0.0,
29,-3.389444,-43.283889,Cerrado,8601688.2371994,0.0,0.0,1.0
30,-3.39,-42.8,Cerrado,1228810.8466700728,0.0,0.0,
31,-3.4130000000000003,-43.38433300000001,Cerrado,9830250.90572846,0.0,0.0,1.0
32,-3.426429,-44.215,Cerrado,3686295.775999175,0.0,0.0,
33,-3.436429,-44.350714,Cerrado,6143767.884615627,0.0,0.0,0.81
34,-3.44,-43.825,Cerrado,2457497.1305115097,0.0,0.0,1.0
35,-3.45,-43.485,Cerrado,2457471.999295446,0.0,0.0,1.0
36,-3.4604550000000005,-44.323182,Cerrado,8601051.108239805,0.0,0.0,0.9
37,-3.46,-43.27,Cerrado,1228723.397593515,0.0,0.0,1.0
38,-3.4725,-43.27,Cerrado,6143515.770728919,0.0,0.0,1.0
39,-3.47,-43.27,Cerrado,1228710.7591051778,0.0,0.0,1.0
40,-3.47,-43.205,Cerrado,2457421.518212546,0.0,0.0,1.0
41,-3.505,-44.335,Cerrado,3685992.306443994,0.0,0.0,0.9
42,-3.515,-42.37,Cerrado,7371920.436543007,0.0,0.0,
43,-3.525,-44.36,Cerrado,7371843.548817341,0.0,0.0,0.9
44,-3.54,-43.035,Cerrado,2457242.538663745,0.0,0.0,
45,-3.551,-44.246333,Cerrado,14743273.810986696,0.0,0.0,
46,-3.565,-43.045,Cerrado,3685773.115719723,0.0,0.0,
47,-3.57,-44.22,Cerrado,1228582.3699810929,0.0,0.0,
48,-3.585,-43.825,Cerrado,4914251.171088057,0.0,0.0,0.78
49,-3.615,-44.355,Cerrado,3685576.797083048,0.0,0.0,0.92
50,-3.6205559999999997,-42.859444,Cerrado,7371114.002495677,0.0,0.0,
51,-3.630556,-41.569444,Cerrado,7371034.709861215,0.0,0.0,
52,-3.63,-42.895,Cerrado,2457007.1749277273,0.0,0.0,
53,-3.6583330000000003,-44.395,Cerrado,4913868.111643457,0.0,0.0,
54,-3.665,-42.81,Cerrado,4913828.009883187,0.0,0.0,
55,-3.67,-44.54,Cerrado,1228450.3370607842,0.0,0.0,
56,-3.67,-43.095,Cerrado,2456900.6741215684,0.0,0.0,
57,-3.67,-42.925,Cerrado,2456900.6741215684,0.0,0.0,
58,-3.68,-44.19,Cerrado,1228436.9333703115,0.0,0.0,
59,-3.695,-44.335,Cerrado,3685243.526622954,0.0,0.0,0.86
60,-3.696111,-44.179444000000004,Cerrado,4913653.543311029,0.0,0.0,
61,-3.7,-42.95,Cerrado,1228410.0166880745,0.0,0.0,
62,-3.71,-42.94,Cerrado,1228396.5036963106,0.0,0.0,
63,-3.715,-41.69,Cerrado,2456779.457967824,0.0,0.0,
64,-3.725,-44.53,Cerrado,2456752.3226851947,0.0,0.0,
65,-3.71625,-44.15875,Cerrado,4913545.366511945,0.0,0.0,
66,-3.725,-42.96,Cerrado,4913518.231229316,0.0,0.0,
67,-3.72,-41.515,Cerrado,2456765.9085430256,0.0,0.0,
68,-3.735,-44.51,Cerrado,2456725.114533213,0.0,0.0,
69,-3.745,-44.075,Cerrado,3685039.920908607,0.0,0.0,
70,-3.74,-42.97,Cerrado,1228355.7461184359,0.0,0.0,
71,-3.74,-42.945,Cerrado,2456711.4922368717,0.0,0.0,
72,-3.735,-42.003889,Cerrado,6141805.9751804825,0.0,0.0,
73,-3.745,-41.54,Cerrado,2456697.833514069,0.0,0.0,
