,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,4.881,-60.159,Amazonia,6132802.512354546,0.0,0.0,0.12
1,3.365,-60.75,Amazonia,2457683.282339535,0.0,0.0,0.12
2,3.28,-60.845,Amazonia,2457889.3174474183,0.0,0.0,0.12
3,2.77,-61.23,Amazonia,1229507.432843154,0.0,0.0,0.12
4,2.401,-50.968999999999994,Amazonia,6149281.794622593,0.0,0.0,
5,2.32,-50.96,Amazonia,1229925.2475167823,0.0,0.0,
6,2.31,-50.95,Amazonia,1229933.693571046,0.0,0.0,
7,2.3,-55.915,Amazonia,2459884.206310074,0.0,0.0,0.0
8,2.245,-55.911667,Amazonia,4919958.988442958,0.0,0.0,0.0
9,2.195,-50.87,Amazonia,11070265.679501776,0.0,0.0,
10,2.187,-55.871,Amazonia,8610265.16129732,0.0,0.0,0.0
11,2.199286,-55.845,Amazonia,6150128.937742707,0.0,0.0,0.0
12,2.191,-50.949,Amazonia,7380185.0916056475,0.0,0.0,
13,2.175,-50.91,Amazonia,7380264.84748311,0.0,0.0,
14,2.155,-55.96,Amazonia,2460119.8784837457,0.0,0.0,0.0
15,2.15,-55.86,Amazonia,1230063.8705051804,0.0,0.0,0.0
16,2.135,-55.845,Amazonia,3690222.879252018,0.0,0.0,0.0
17,2.11,-55.905,Amazonia,2460189.9117652536,0.0,0.0,0.0
18,2.095,-55.835,Amazonia,7380638.747345014,0.0,0.0,0.0
19,2.069,-50.888999999999996,Amazonia,7380745.138953933,0.0,0.0,
20,2.06,-50.975,Amazonia,2460265.983932692,0.0,0.0,
21,2.035,-50.97,Amazonia,4920599.229184923,0.0,0.0,
22,1.965,-50.91,Amazonia,4920810.975278148,0.0,0.0,
23,1.950882,-55.844412,Amazonia,15992731.91110672,0.0,0.0,0.0
24,1.93,-50.9,Amazonia,1230227.6183034123,0.0,0.0,
25,1.92,-50.91,Amazonia,1230234.6419272292,0.0,0.0,
26,1.89,-55.82,Amazonia,7381519.098760082,0.0,0.0,0.0
27,1.88,-55.855,Amazonia,2460524.7433081088,0.0,0.0,0.0
28,1.87,-55.835,Amazonia,2460538.4257916813,0.0,0.0,0.0
29,1.845,-55.9,Amazonia,7381716.911102942,0.0,0.0,0.0
30,1.845,-55.84,Amazonia,4921137.875590343,0.0,0.0,0.0
31,1.84,-55.86,Amazonia,1230289.5177568472,0.0,0.0,0.0
32,1.83,-50.52,Amazonia,1230296.2130879704,0.0,0.0,
33,1.76,-56.05,Amazonia,1230342.059035572,0.0,0.0,0.0
34,1.74,-55.99,Amazonia,1230354.8295728457,0.0,0.0,0.0
35,1.66,-55.82,Amazonia,1230404.4525605466,0.0,0.0,1.0
36,1.699048,-56.02809499999999,Amazonia,60288659.58653321,0.0,0.0,0.0
37,1.64,-55.83,Amazonia,1230416.493510552,0.0,0.0,1.0
38,1.604286,-56.055,Amazonia,11073943.560439844,0.0,0.0,
39,1.55,-55.725,Amazonia,2460937.7439966504,0.0,0.0,1.0
40,1.542333,-55.92766700000001,Amazonia,11074270.511857301,0.0,0.0,1.0
41,1.53,-55.75,Amazonia,1230480.1103712295,0.0,0.0,1.0
42,1.53,-55.73,Amazonia,1230480.1103712295,0.0,0.0,1.0
43,1.4969999999999999,-55.769,Amazonia,12304999.673238825,0.0,0.0,1.0
44,1.485,-50.905,Amazonia,3691511.8665272864,0.0,0.0,
45,1.48,-55.705,Amazonia,2461015.135733426,0.0,0.0,1.0
46,1.465,-55.72,Amazonia,2461031.245406853,0.0,0.0,1.0
47,1.461667,-50.765,Amazonia,6152596.7500460725,0.0,0.0,
48,1.43,-50.765,Amazonia,2461068.22660398,0.0,0.0,
49,1.405,-50.790714,Amazonia,4922183.031069182,0.0,0.0,
50,1.39,-50.765,Amazonia,2461109.385921108,0.0,0.0,
51,1.35,-50.6,Amazonia,1230574.6888844634,0.0,0.0,
52,1.347308,-50.603462,Amazonia,9844597.401619984,0.0,0.0,
53,1.25,-50.935,Amazonia,2461244.249609482,0.0,0.0,
54,1.24,-50.965,Amazonia,2461253.335463038,0.0,0.0,
55,1.225,-50.945,Amazonia,3691897.992472542,0.0,0.0,
56,1.1464290000000001,-50.907857,Amazonia,8614669.632280996,0.0,0.0,
57,0.899444,-51.159444,Amazonia,24615161.5755104,0.0,0.0,
58,0.66,-59.49,Amazonia,1230827.7284992423,0.0,0.0,0.0
59,0.64,-59.61,Amazonia,1230832.472324672,0.0,0.0,0.0
60,0.456429,-50.953571000000004,Amazonia,11077827.239293208,0.0,0.2,0.92
61,0.398043,-50.978043,Amazonia,29541075.62090436,0.0,0.2,0.92
62,0.335,-51.1,Amazonia,4923545.6798463585,0.0,0.2,0.92
63,0.32,-51.06,Amazonia,1230888.522777897,0.0,0.2,0.92
64,0.32,-51.04,Amazonia,1230888.522777897,0.0,0.2,0.92
65,0.31,-51.05,Amazonia,1230889.672256315,0.0,0.2,0.92
66,0.29,-51.39,Amazonia,1230891.8617420928,0.0,0.2,0.92
67,0.266,-51.385,Amazonia,18463413.01263115,0.0,0.2,0.92
68,0.26,-51.37,Amazonia,1230894.872286543,0.0,0.2,0.92
69,0.26,-51.36,Amazonia,1230894.872286543,0.0,0.2,0.92
70,0.24,-51.39,Amazonia,1230896.696857112,0.0,0.2,0.92
71,0.208333,-51.045,Amazonia,6154494.979098218,0.0,0.2,0.92
72,0.21,-51.42,Amazonia,1230899.16003313,0.0,0.2,0.92
73,0.2,-51.43,Amazonia,1230899.908105256,0.0,0.2,0.92
74,0.2,-51.355,Amazonia,2461799.816210512,0.0,0.2,0.92
75,0.19,-51.44,Amazonia,1230900.6196906804,0.0,0.2,0.92
76,0.19,-51.43,Amazonia,1230900.6196895852,0.0,0.2,0.92
77,0.193889,-51.379444,Amazonia,4923601.767174011,0.0,0.2,0.92
78,0.183571,-51.425,Amazonia,3692703.2092585335,0.0,0.2,0.92
79,0.075,-51.395,Amazonia,4923624.702093913,0.0,0.2,0.92
80,-0.195,-49.228333,Amazonia,6154501.675286935,0.0,6.9,0.23
81,-0.22,-49.14,Amazonia,1230898.375464445,0.0,6.9,0.23
82,-0.24,-48.82,Amazonia,1230896.6968560168,0.0,6.9,0.23
