,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-28.21,-55.53,Pampa,1087953.6446520477,0.0,0.0,0.29
1,-28.5,-55.52,Pampa,3255142.2321879533,0.0,0.0,0.69
2,-28.51,-55.5,Pampa,1084946.700909882,0.0,0.0,0.69
3,-28.71,-55.1,Pampa,3248776.7558623487,0.0,0.0,0.01
4,-28.785,-54.755,Pampa,3246543.618510889,0.0,0.0,0.54
5,-28.91,-54.005,Pampa,2161782.6086460087,0.0,0.0,0.01
6,-28.92,-55.605,Pampa,2161578.490100352,0.0,73.9,0.0
7,-28.935,-55.2175,Pampa,5403129.389662288,0.0,38.0,0.0
8,-28.98625,-53.76875,Pampa,4320397.930211816,0.0,0.0,0.06
9,-29.015,-53.45166700000001,Pampa,5399141.390818392,0.0,0.0,0.04
10,-29.06,-53.835,Pampa,2158713.93243405,0.0,0.0,0.53
11,-29.115,-55.765,Pampa,4315170.082468653,0.0,0.0,0.01
12,-29.26,-55.24,Pampa,1077299.6955323457,0.0,0.0,0.0
13,-29.27,-55.255,Pampa,2154392.9754592055,0.0,0.0,0.0
14,-29.71,-56.11,Pampa,1072622.941122554,0.0,0.0,0.0
15,-29.701154,-55.038846,Pampa,9654443.54906746,0.0,0.0,0.01
16,-29.72,-56.12,Pampa,1072518.2613525304,0.0,0.0,0.0
17,-29.836429,-51.505,Pampa,3213883.746097312,0.0,0.0,0.0
18,-29.87,-51.805,Pampa,2141888.296769394,0.0,0.0,0.0
19,-29.95,-55.695,Pampa,2140203.241657029,0.0,0.0,0.01
20,-29.985,-55.17,Pampa,2139464.710078997,0.0,0.0,0.47
21,-29.98,-54.475,Pampa,2139570.27044762,0.0,0.0,0.0
22,-29.99,-55.085,Pampa,2139359.149710373,0.0,0.0,0.0
23,-29.99,-54.995,Pampa,2139359.149710373,0.0,0.0,0.0
24,-30.0,-55.065,Pampa,2139147.9638265166,0.0,1.7,0.0
25,-30.01,-55.095,Pampa,2138936.71279605,0.0,1.7,0.0
26,-30.02,-55.055,Pampa,2138725.396610212,0.0,64.1,0.0
27,-30.03,-55.035,Pampa,2138514.0152996685,0.0,64.1,0.0
28,-30.085,-55.86,Pampa,2137350.2458141404,0.0,0.0,0.0
29,-30.13,-53.745,Pampa,2136396.620707876,0.0,69.3,0.0
30,-30.19,-55.12,Pampa,1067561.5299166588,0.0,57.9,0.0
31,-30.2,-55.11,Pampa,1067455.2859949304,0.0,57.9,0.0
32,-30.29,-54.095,Pampa,2132995.2552294517,0.0,0.0,0.01
33,-30.315,-51.925,Pampa,3198746.737355774,0.0,0.1,0.0
34,-30.32,-51.91,Pampa,1066177.823127586,0.0,0.0,0.0
35,-30.34,-50.495,Pampa,2131928.9153862763,0.0,0.0,0.0
36,-30.443571000000002,-52.533570999999995,Pampa,11713959.136264855,0.0,0.0,0.0
37,-30.45875,-52.591875,Pampa,33007161.301297456,0.0,0.0,0.0
38,-30.475,-53.98,Pampa,2129041.6791379643,0.0,0.0,0.02
39,-30.47,-52.59,Pampa,1064574.4163031278,0.0,0.0,0.0
40,-30.475,-51.955,Pampa,3193508.9419749887,0.0,0.0,0.0
41,-30.48,-54.4,Pampa,1064467.262834835,0.0,83.2,0.0
42,-30.49,-54.41,Pampa,1064360.0769224796,0.0,83.2,0.0
43,-30.49,-52.725,Pampa,2128720.153844959,0.0,0.0,0.0
44,-30.51,-53.95,Pampa,5320728.006475833,0.0,0.0,0.02
45,-30.52,-54.32,Pampa,1064038.3245517008,0.0,56.0,0.0
46,-30.615,-52.778332999999996,Pampa,5315141.36689754,0.0,0.0,0.0
47,-30.61,-52.305,Pampa,2126142.632707381,0.0,24.4,0.0
48,-30.63,-51.685,Pampa,2125712.138156289,0.0,0.0,0.0
49,-30.74,-54.465,Pampa,2123339.7856602515,0.0,0.0,0.01
50,-31.045,-52.395,Pampa,4233441.876495216,0.0,16.2,0.0
51,-31.125,-52.888332999999996,Pampa,5287491.873629613,0.0,0.0,0.0
52,-31.46,-53.015,Pampa,2107618.5392573928,0.0,25.5,0.0
53,-31.605,-52.790714,Pampa,4208934.859229842,0.0,0.7,0.03
54,-31.6325,-52.81,Pampa,6311573.411689658,0.0,0.7,0.03
55,-31.685,-53.58,Pampa,2102637.139172676,0.0,34.7,0.0
56,-31.895,-53.540714,Pampa,4196028.750404199,0.0,0.0,0.87
