,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-27.765,-54.238333,Pampa,4369534.8711124,0.0,0.0,0.41
1,-27.803333000000002,-53.566667,Pampa,13104081.809260372,0.0,0.0,0.41
2,-27.8,-54.255,Pampa,2184030.0618353942,0.0,0.0,0.41
3,-27.8,-54.23,Pampa,1092015.0309176971,0.0,0.0,0.41
4,-27.83,-53.575,Pampa,2183439.486734198,0.0,0.0,0.41
5,-28.02,-52.505,Pampa,2179685.332774947,0.0,0.0,0.97
6,-28.026111,-52.479443999999994,Pampa,4359073.291875164,0.0,0.0,0.97
7,-28.193571000000002,-55.503570999999994,Pampa,19585856.978551086,0.0,0.0,0.92
8,-28.191667,-55.545,Pampa,5440665.469351148,0.0,0.0,1.0
9,-28.285,-55.535,Pampa,15221665.36253286,0.0,0.0,1.0
10,-28.29,-55.53,Pampa,1087154.6977289193,0.0,0.0,1.0
11,-28.3,-55.53,Pampa,1087054.6807453595,0.0,0.0,1.0
12,-28.375,-54.888332999999996,Pampa,4345314.268983551,0.0,0.0,1.0
13,-28.38,-54.91,Pampa,1086253.356457267,0.0,0.0,1.0
14,-28.39,-54.89,Pampa,1086153.042406042,0.0,0.0,1.0
15,-28.39,-54.88,Pampa,1086153.0424038514,0.0,0.0,1.0
16,-28.395,-54.87,Pampa,4344411.475525179,0.0,0.0,1.0
17,-28.51,-55.795,Pampa,2169893.4018153823,0.0,0.2,0.53
18,-28.51,-54.71,Pampa,1084946.700909882,0.0,0.0,1.0
19,-28.52,-55.485,Pampa,2169691.9162354656,0.0,0.0,1.0
20,-28.525,-54.695,Pampa,3254437.0986044,0.0,0.0,1.0
21,-28.5625,-55.6025,Pampa,7590694.839521856,0.0,0.0,0.92
22,-28.565,-55.575,Pampa,3253126.156977428,0.0,0.0,0.92
23,-28.59,-55.625,Pampa,2168279.6716255955,0.0,0.0,0.91
24,-28.59,-55.59,Pampa,1084139.8358127978,0.0,0.0,0.19
25,-28.6,-55.61,Pampa,1084038.8293981226,0.0,0.0,0.92
26,-28.61,-55.62,Pampa,1083937.790046513,0.0,0.0,1.0
27,-28.68,-55.98,Pampa,1083229.5924233724,0.0,0.0,0.84
28,-28.74,-55.38,Pampa,1082621.28193306,0.0,0.0,0.97
29,-28.74,-55.25,Pampa,3247863.8458013707,0.0,0.0,1.0
30,-28.74,-55.22,Pampa,1082621.2819308694,0.0,0.0,1.0
31,-28.755,-55.365,Pampa,3247457.811833032,0.0,0.0,0.84
32,-28.75,-55.23,Pampa,1082519.7816680898,0.0,0.0,1.0
33,-28.765,-55.250714,Pampa,4329571.4279164765,0.0,0.0,1.0
34,-28.76,-55.1,Pampa,1082418.248494662,0.0,0.0,1.0
35,-28.77,-55.09,Pampa,1082316.6824281106,0.0,0.0,1.0
36,-28.785,-54.085,Pampa,3246543.618508698,0.0,0.0,0.68
37,-28.8,-53.775,Pampa,2164023.5736737144,0.0,0.0,1.0
38,-28.81,-55.755,Pampa,2163820.1783780986,0.0,0.0,0.62
39,-28.814090999999998,-53.77681800000001,Pampa,20556697.95901148,0.0,0.0,1.0
40,-28.845,-55.65,Pampa,4326317.36654848,0.0,0.6,0.13
41,-28.846428999999997,-56.142143000000004,Pampa,9733934.044485038,0.0,0.0,0.72
42,-28.855,-55.06,Pampa,2162904.077445364,0.0,0.0,1.0
43,-28.865,-55.66,Pampa,4325400.6409005,0.0,0.0,0.46
44,-28.86,-55.295,Pampa,2162802.2153867017,0.0,0.0,1.0
45,-28.87,-53.985,Pampa,2162598.425509416,0.0,0.0,0.86
46,-28.88,-55.22,Pampa,1081197.284951419,0.0,0.0,0.98
47,-28.885,-54.93,Pampa,4324585.152718606,0.0,0.0,1.0
48,-28.89,-55.21,Pampa,1081095.3242747209,0.0,0.0,0.98
49,-28.9,-54.955,Pampa,2161986.6614623717,0.0,0.0,1.0
50,-28.91,-54.92,Pampa,1080891.304320814,0.0,0.0,1.0
51,-28.92,-55.745,Pampa,2161578.490104733,0.0,0.0,0.21
52,-28.927143,-55.62,Pampa,12968347.762926567,0.0,0.0,0.75
53,-28.93,-55.72,Pampa,1080687.152923654,0.0,0.0,0.43
54,-28.94,-55.73,Pampa,1080585.0279368665,0.0,0.0,0.95
55,-28.97,-55.845,Pampa,2160556.911730585,0.0,0.0,0.84
56,-28.98,-55.83,Pampa,1080176.199474682,0.0,0.0,0.84
57,-28.998333000000002,-55.595,Pampa,15120215.772784038,0.0,0.0,0.3
58,-28.985,-55.1725,Pampa,5400676.418915469,0.0,0.0,0.69
59,-28.985,-54.065,Pampa,3240426.309195076,0.0,0.0,1.0
60,-29.004231,-55.637308,Pampa,9719334.808244606,0.0,0.0,0.64
